event,eventLabel,date,start_date,end_date,countryLabel,locationLabel,participantLabel,biggerWarInstanceLabel,smallerWarInstanceLabel,casualties,isReligious,isCivil
http://www.wikidata.org/entity/Q184637,Ten Years' War,1868-10-10T00:00:00Z,1868-10-10T00:00:00Z,1878-01-01T00:00:00Z,,Cuba,"Spain under the Restoration, Ejército Libertador Cubano",history of Cuba,"Virginius Affair, Battle of Las Guásimas, Battle of Pino de Baire, Hornet incident, Jagüey Grande uprising",,no,no
http://www.wikidata.org/entity/Q185729,War on Terror,,2001-09-11T00:00:00Z,,,,"Al-Qaeda, Russia, United Kingdom, Taliban, United States of America, France, People's Republic of China, Islamic State, Turkistan Islamic Party",,"Insurgency in the Maghreb (2002–), Operation Zarb-e-Azb, Operation Neptune Spear, Operation Enduring Freedom – Philippines, Operation Herrick, Operation Able Rising Force, Iraqi conflict, Operation Able Warrior, Islamist insurgency in the Sahel, Operation Enduring Freedom, Iraq War, War in Somalia (2006–2009), North Korea–United States relations, War in Afghanistan, Afghanistan conflict, Operation Active Endeavour, Colombian conflict, drone strikes in Pakistan, Chenagai airstrike, Sectarian violence in Pakistan, 2007 Lebanon conflict, Operation Enduring Freedom – Horn of Africa, Operation Juniper Shield, insurgency in Khyber Pakhtunkhwa, Operation Arabian Knight, drone strikes in Yemen, Operation Phantom Linebacker",,no,no
http://www.wikidata.org/entity/Q186284,Polish–Soviet War,1920-10-18T00:00:00Z,1919-02-01T00:00:00Z,1921-03-01T00:00:00Z,,Central and Eastern Europe,"Lithuanian–Byelorussian Soviet Socialist Republic, Second Polish Republic, Ukrainian Soviet Socialist Republic, Russian Soviet Federative Socialist Republic, Byelorussian Soviet Socialist Republic, Polish Socialistic Soviet Republic",Russian Civil War,"Battle of Ossów, Battle of Nasielsk, Battle of Komarów, Battle of Ostrołęka, Battle of Boryspil, Kyiv offensive, Battle of Białystok, Battle of Sejny, Battle of Koziatyn, Battle of Prużany, Battle of Czarnobyl, Battle of Wołodarka, Battle of Cyców, Battle of Głębokie, Battle of Skorodno, Battle of the Wkra, Battle of Dytiatyn, Battle of Letychiv, Battle of Radzymin, Vilna offensive, Battle of Dęblin and Mińsk Mazowiecki, Battle of Lwów, Fights for Wilno (1918-1919), Battle of Bereza Kartuska, Battle of Kobryń, Battle of Kock, Battle of Daugavpils, Bitwa o przedmoście warszawskie, Battle of Hrebionka, Battle of Lida, Battle of Zadwórze, Polish–Soviet War in 1919, First Battle of Grodno, Battle of Bystryk, Battle of the Niemen River, Operation Minsk, Battle of Warsaw, Battle of Żytomierz",,no,no
http://www.wikidata.org/entity/Q186336,Dutch Revolt,1568-01-01T00:00:00Z,1568-01-01T00:00:00Z,1648-01-01T00:00:00Z,,,"Dutch Republic, Spanish Empire",,"Siege of Lingen, Taking of Diest, Battle of Lillo",,no,no
http://www.wikidata.org/entity/Q189266,Eastern Front,,1941-06-22T00:00:00Z,"1955-01-21T00:00:00Z, 1945-05-07T00:00:00Z",Soviet Union,"Eastern Europe, Europe, Soviet Union, Central Europe, Northern Europe, Balkans","Yugoslav Partisans, Allies of the Second World War, Kingdom of Italy under Fascism, Nazi Germany, Slovak Republic, Kingdom of Romania, Soviet Union, Finland, Hungary",Eastern European theatre of World War II,"Kerch-Feodosia Landing Operation, Sinyavino Heights, Operation Rail War, Battle of the Kerch Peninsula, Vyazemsky operation, Battle of Bautzen, Nemmersdorf massacre, Ostrogozhsk–Rossosh Offensive, Attack of the U-209 on the convoy near Matveyev Island, Battle for Leningrad, Battle of Berlin, Voronezh–Kharkov Offensive, Operation Zauberflöte, Donbass Strategic Offensive, Battle of Kursk, Battle of Tula, Yevpatoria assault, Vienna Offensive, Leningrad Front, Battle of the Dnieper, Danube Delta Campaign, Battle of Rostov, First Battle of Kharkov, East Pomeranian Offensive, Battle of Sokolovo, Nagykanizsa–Körmend Offensive, Kholm Pocket, Battle of Lepel, Soviet Airstrike Against Berlin in 1941, Jassy–Kishinev Offensive, Siege of Breslau, Northern Finland in the offensive phase of the Continuation War in 1941, Barvenkovo–Lozovaya offensive, Defense of the Adzhimushkay quarry, Battles of Rzhev, Battle of Romania, Moravia–Ostrava offensive, Siege of Odesa 1941, First Jassy–Kishinev Offensive, Defense of Brest Fortress, Black Sea campaigns, Battle of Raseiniai, Battle of Studzianki, Battle of the Oder–Neisse, Moonsund Landing Operation, Bombing of Moscow in 1941, Battle of Moscow, Battle of the Dukla Pass, Roslavl–Novozybkov Offensive, Tartu Offensive, Battle of Sukho Island, War memorials in Radvaň nad Dunajom, Baltic Operation, Battle of Smolensk, Uman–Botoşani Offensive, Battle of Lenino, Battle of Belgorod, Operation Barbarossa, Battle of the Caucasus, Second Battle of Kharkov, Petsamo–Kirkenes Offensive, Operation Edelweiss, Battle for Narva (1944), Stalin's ten blows, Bratislava-Brno Offensive, Battle of the Dniestr River Crossing, Operation Silver Fox, Budapest Offensive, Baltic Offensive, Defense of Kalinin, Anti-Soviet resistance by the Ukrainian Insurgent Army, Battle of the Sea of Azov, Case Blue, Battle of Nevel (1943), Kozelsk Offensive, Battle of the Seelow Heights, Donbass Strategic Offensive (August 1943), Operation München, Narva Offensive (18–24 March 1944), Operation Kutuzov, Operation Wirbelwind, Soviet air strikes on Berlin, Mirgorod direction offensive, Nevsky Pyatachok & Nevskaya Dubrovka, Continuation War, Vistula–Oder Offensive, Siege of Leningrad, Battle of Kalach, Battle of Rivne, Heiligenbeil Pocket, Third Battle of Kharkov, Battle of Kiev (1943), Defense of Borisov, Operation Büffel, Siege of Sevastopol, Operation Bagration, Hunger Plan, Tula offensive operation, Leningrad–Novgorod Offensive, Mozdok-Malgobek Operation, Battle of Hanko, German Instrument of Surrender, Action of 26 June 1941, Crimean Offensive, Baltic Sea campaigns, Dnieper–Carpathian Offensive, Battle of Radzymin, Ol′shanskiy amphibious landing, Battle of Debrecen, Arctic naval operations of World War II, Rostov Defensive Operation, Crimean Campaign, Axis and Soviet air operations during Operation Barbarossa, Battle of Nerva Island, Battle of Memel, Frontier battles of Operation Barbarossa (1941), Lvov–Sandomierz Offensive, Battle of Bryansk, Operation Gallop",,no,no
http://www.wikidata.org/entity/Q190029,Kosovo War,1998-02-01T00:00:00Z,1998-02-27T00:00:00Z,1999-06-11T00:00:00Z,,Kosovo,"Iceland, United States of America, Italy, Belgium, Norway, Germany, Luxembourg, Kosovo Liberation Army, Denmark, Federal Republic of Yugoslavia, Portugal, Canada, Poland, Turkey, United Kingdom, France, Spain, Netherlands, Albania, Czech Republic, Hungary",Yugoslav Wars,"Battle of Belaćevac Mine, Battle of Glodjane, Attack on Orahovac, Albania–Yugoslav border incident, July 18, 1998 Albanian–Yugoslav border clashes, Battle of Junik, Battle of Podujevo, April 23, 1998 Albanian–Yugoslav border ambush, Battle of Lodja, Meja ambush, Meja massacre, Attack on Prekaz, December 14, 1998 Albanian–Yugoslav border ambush, Izbica massacre, December 3, 1998 Albanian–Yugoslav border clash, NATO bombing of Yugoslavia, Likoshane and Qirez massacre, Operation Echo",,no,no
http://www.wikidata.org/entity/Q190758,War in Darfur,2003-02-26T00:00:00Z,2003-02-26T00:00:00Z,,Sudan,Darfur,"African Union – United Nations Hybrid Operation in Darfur, Sudan Revolutionary Front, Janjaweed, Sudanese Awakening Revolutionary Council, Sudan",,"Raids on Haskanita, Battle of Foro Baranga, 2008 attack on Omdurman and Khartoum, Darfur genocide",,no,no
http://www.wikidata.org/entity/Q191282,First Opium War,1839-01-01T00:00:00Z,1839-03-18T00:00:00Z,1842-08-29T00:00:00Z,,People's Republic of China,"Qing dynasty, United Kingdom of Great Britain and Ireland","timeline of the Qing dynasty, Opium Wars","Battle of the Barrier, Battle of Woosung, Battle of Chuenpee, Battle of First Bar, Battle of Chinhai, Battle of Chinkiang, Nerbudda incident, Battle of Chapoo, Second Battle of Chuenpee, Battle of Whampoa, Battle of Canton (March 1841), Battle of Ningpo, Battle of Kowloon, Battle of the Bogue, Battle of Da'an, Battle of Tsekee, Battle of Amoy, Capture of Chusan, Battle of Canton (May 1841)",,no,no
http://www.wikidata.org/entity/Q194378,Third Servile War,,-0072-01-01T00:00:00Z,-0070-01-01T00:00:00Z,,Italian Peninsula,"Spartacus, Crixus, Oenomaus, Ancient Rome, Ganicus",Servile Wars,"Battle of Picenum, Battle of the Silarius River, Battle of Mount Gargano, Battle of the Crassus' Wall, Battle of Mount Vesuvius, battle of Modena (72 BCE), Battle of Cantenna",,no,no
http://www.wikidata.org/entity/Q195378,Anglo-Nepalese War,1814-11-01T00:00:00Z,1814-01-01T00:00:00Z,1816-01-01T00:00:00Z,,Kingdom of Nepal,"Garhwal Kingdom, Patiala State, Kingdom of Sikkim, East India Company, Kingdom of Nepal",,"Battle of Jit Gadhi, Battle of Jaithak, Battle of Nalapani",,no,no
