War URI,War Label
http://www.wikidata.org/entity/Q1455917,Umayyad conquest of Hispania
http://www.wikidata.org/entity/Q1456086,Nez Perce War
http://www.wikidata.org/entity/Q1456170,Burmese–Siamese War
http://www.wikidata.org/entity/Q1474893,Cleomenean War
http://www.wikidata.org/entity/Q1478075,Siamese-Cambodian War 1587
http://www.wikidata.org/entity/Q1485320,Grumbach Feud
http://www.wikidata.org/entity/Q1495944,Polish–Lithuanian War
http://www.wikidata.org/entity/Q1500631,Ecuadorian–Peruvian War
http://www.wikidata.org/entity/Q1501724,Portuguese Restoration War
http://www.wikidata.org/entity/Q1503611,Numantine War
http://www.wikidata.org/entity/Q1509437,Russo-Swedish War of 1495–1497
http://www.wikidata.org/entity/Q1520241,Yamasee War
http://www.wikidata.org/entity/Q1533828,Roman–Parthian War of 58–63
http://www.wikidata.org/entity/Q1536533,Colombian-Peruvian War
http://www.wikidata.org/entity/Q1540737,Hispano-Moroccan War
http://www.wikidata.org/entity/Q1545405,New Zealand Wars
http://www.wikidata.org/entity/Q1547791,Pueblo Revolt
http://www.wikidata.org/entity/Q1552718,Granada War
http://www.wikidata.org/entity/Q1557342,Guttenberg Feud (1380)
http://www.wikidata.org/entity/Q1559103,Mainz Diocesan Feud
http://www.wikidata.org/entity/Q1560725,Münster Diocesan Feud
http://www.wikidata.org/entity/Q1587762,Siamese-Cambodian War 1714–1717
http://www.wikidata.org/entity/Q1604816,Lithuanian–Soviet War
http://www.wikidata.org/entity/Q1605229,Isaurian War
http://www.wikidata.org/entity/Q1605365,Hen War
http://www.wikidata.org/entity/Q1615914,Hessian Brotherhood War
http://www.wikidata.org/entity/Q1616064,Mithridatic Wars
http://www.wikidata.org/entity/Q1632880,Burmese–Siamese War (1759–60)
http://www.wikidata.org/entity/Q1634776,Russo-Swedish War of 1590–1595
http://www.wikidata.org/entity/Q1640107,Ifni War
http://www.wikidata.org/entity/Q1640586,Anglo-Scottish Wars
http://www.wikidata.org/entity/Q1647381,Third Illyro-Roman War
http://www.wikidata.org/entity/Q1647768,First Mithridatic War
http://www.wikidata.org/entity/Q1668633,Pomeranian Campaign
http://www.wikidata.org/entity/Q1669192,Fourth Sacred War
http://www.wikidata.org/entity/Q1672808,Irish Confederate Wars
http://www.wikidata.org/entity/Q1676845,Boer Wars
http://www.wikidata.org/entity/Q1679647,Schams Feud
http://www.wikidata.org/entity/Q1717438,Swedish invasion of Brandenburg
http://www.wikidata.org/entity/Q1747429,Hungarian-Czechoslovak-România  War
http://www.wikidata.org/entity/Q1758978,"Burmese–Siamese War, 1775–76"
http://www.wikidata.org/entity/Q1760930,Paquisha War
http://www.wikidata.org/entity/Q1764124,Third Mithridatic War
http://www.wikidata.org/entity/Q1771899,Reichskrieg
http://www.wikidata.org/entity/Q1773263,Mainz-Hessian War
http://www.wikidata.org/entity/Q1780850,Swedish-Norwegian War
http://www.wikidata.org/entity/Q1790268,Roman–Parthian War of 161–166
http://www.wikidata.org/entity/Q1791222,War of the Cow
http://www.wikidata.org/entity/Q1805364,Franco–Lombard War of 773–774
http://www.wikidata.org/entity/Q1809288,Ottoman-Saudi War
http://www.wikidata.org/entity/Q1814745,Eelam War I
http://www.wikidata.org/entity/Q1837308,Rus'–Byzantine War (941)
http://www.wikidata.org/entity/Q1849379,Travancore–Dutch War
http://www.wikidata.org/entity/Q1851858,Dakota War of 1862
http://www.wikidata.org/entity/Q1891008,Sand War
http://www.wikidata.org/entity/Q1921983,Merovingian Brothers War
http://www.wikidata.org/entity/Q1922071,Indo-Pakistani War of 1971
http://www.wikidata.org/entity/Q1925514,Third War of the Diadochi
http://www.wikidata.org/entity/Q1933729,Polish–Czechoslovak War
http://www.wikidata.org/entity/Q1936011,Cold War (1962–1979)
http://www.wikidata.org/entity/Q1949299,Russo-Kazan Wars
http://www.wikidata.org/entity/Q1957205,Donia war
http://www.wikidata.org/entity/Q1962178,Russian-Chukchi War
http://www.wikidata.org/entity/Q1962709,Ingrian War
http://www.wikidata.org/entity/Q1966558,Saltpeter War
http://www.wikidata.org/entity/Q1967193,Second conflict in the Goryeo–Khitan War
http://www.wikidata.org/entity/Q1967504,Third conflict in the Goryeo–Khitan War
http://www.wikidata.org/entity/Q1968718,Great Syrian Revolt
http://www.wikidata.org/entity/Q1972316,Gran Colombia–Peru War
http://www.wikidata.org/entity/Q1991457,Baussenque Wars
http://www.wikidata.org/entity/Q1997806,North German Margrave War
http://www.wikidata.org/entity/Q2013633,Salt War (1611)
http://www.wikidata.org/entity/Q2018187,Civil war between Alba and Cornwall
http://www.wikidata.org/entity/Q2022781,Civil war of the weak king
http://www.wikidata.org/entity/Q2032554,Second Melillan campaign
http://www.wikidata.org/entity/Q2038126,Tuscarora War
http://www.wikidata.org/entity/Q2040276,Great Frisian War
http://www.wikidata.org/entity/Q2045508,Java War
http://www.wikidata.org/entity/Q2060306,Red Cloud's War
http://www.wikidata.org/entity/Q2071183,First Münster War
http://www.wikidata.org/entity/Q2073517,War against Nabis
http://www.wikidata.org/entity/Q2075775,Second Messenian War
http://www.wikidata.org/entity/Q2078442,Second Dacian War
http://www.wikidata.org/entity/Q2082222,Lazic War
http://www.wikidata.org/entity/Q2090475,Second Franco-Dahomean War
http://www.wikidata.org/entity/Q2092093,Mongol invasions and conquests
http://www.wikidata.org/entity/Q2096286,Theater War
http://www.wikidata.org/entity/Q2103340,Pomeranian-Brandenburg War
http://www.wikidata.org/entity/Q2105495,1383-85 Portuguese Interregnum
http://www.wikidata.org/entity/Q2109300,Prussian invasion of Holland
http://www.wikidata.org/entity/Q2156243,"Eighty Years' War, 1572–1576"
http://www.wikidata.org/entity/Q2201391,Dutch intervention in Lombok and Karangasem
http://www.wikidata.org/entity/Q2253578,Second Bone War
http://www.wikidata.org/entity/Q2255662,Pig War
http://www.wikidata.org/entity/Q2258636,Second Mafia War
http://www.wikidata.org/entity/Q2259304,Edwardian War
http://www.wikidata.org/entity/Q2270170,Sino-Nepalese War
http://www.wikidata.org/entity/Q2280712,Burma-Siamese War
http://www.wikidata.org/entity/Q2280714,Burmese–Siamese War (1594–1605)
http://www.wikidata.org/entity/Q2280723,Burmese–Siamese War (1785–86)
http://www.wikidata.org/entity/Q2280725,Siamese–Vietnamese War
http://www.wikidata.org/entity/Q2288424,War of the Eight Saints
http://www.wikidata.org/entity/Q2291971,Battle of Ilerda
http://www.wikidata.org/entity/Q2309409,Morean War
http://www.wikidata.org/entity/Q2312422,Third Perso-Turkic War
http://www.wikidata.org/entity/Q2318299,Rorschacher Klosterbruch
http://www.wikidata.org/entity/Q2320020,Byzantine–Sassanid War of 572–591
http://www.wikidata.org/entity/Q2320981,Williamite War in Ireland
http://www.wikidata.org/entity/Q2321496,Bannock War
http://www.wikidata.org/entity/Q2326066,Iberian War
http://www.wikidata.org/entity/Q2326099,Byzantine–Sassanid War of 602–628
http://www.wikidata.org/entity/Q2330335,Mongol invasion of Central Asia
http://www.wikidata.org/entity/Q2330558,Liège Wars
http://www.wikidata.org/entity/Q2334699,Antony's Parthian War
http://www.wikidata.org/entity/Q2337340,Cenepa War
http://www.wikidata.org/entity/Q2338771,Cretan War (205–200 BC)
http://www.wikidata.org/entity/Q2342102,Indochina Wars
http://www.wikidata.org/entity/Q2345065,Second Illyro-Roman War
http://www.wikidata.org/entity/Q2345847,Star Wars
http://www.wikidata.org/entity/Q2356791,Portuguese conquest of the Banda Oriental
http://www.wikidata.org/entity/Q2362482,First Persian invasion of Greece
http://www.wikidata.org/entity/Q2367321,English-Manipur war
http://www.wikidata.org/entity/Q2367618,Pannonian War
http://www.wikidata.org/entity/Q2373506,Polish–Swedish War (1617-18)
http://www.wikidata.org/entity/Q2394391,Rus'–Byzantine War (1024)
http://www.wikidata.org/entity/Q2402416,Teltow and Magdeburg Wars
http://www.wikidata.org/entity/Q2407681,War between Lagash and Umma
http://www.wikidata.org/entity/Q2407716,Roman–Sassanid War
http://www.wikidata.org/entity/Q2419855,Ukrainian–Soviet War
http://www.wikidata.org/entity/Q2422135,War of the Araucania
http://www.wikidata.org/entity/Q2427419,Guaraní War
http://www.wikidata.org/entity/Q2430799,Thuringian Counts' War
http://www.wikidata.org/entity/Q2441248,Anglo-Russian War (1807–1812)
http://www.wikidata.org/entity/Q3305554,Byzantine civil war of 1373–1379
http://www.wikidata.org/entity/Q3312328,Spanish conquest of Iberian Navarre
http://www.wikidata.org/entity/Q3312857,Friso-Hollandic Wars
http://www.wikidata.org/entity/Q3365438,War in Vietnam (1945–1946)
http://www.wikidata.org/entity/Q3381219,Siamese–Vietnamese War
http://www.wikidata.org/entity/Q3401862,Wars between Rome and the Veii
http://www.wikidata.org/entity/Q3417663,Roman–Gallic wars
http://www.wikidata.org/entity/Q3427966,transition from Ming to Qing
http://www.wikidata.org/entity/Q3429692,55 Day War
http://www.wikidata.org/entity/Q3439047,Dominican War of Independence
http://www.wikidata.org/entity/Q3458266,Cretan Revolt (1841)
http://www.wikidata.org/entity/Q3458306,Mokrani Revolt
http://www.wikidata.org/entity/Q3477062,Second Veyent War
http://www.wikidata.org/entity/Q3499292,Byzantine civil war of 1321–1328
http://www.wikidata.org/entity/Q3502774,Hundred Years' Croatian–Ottoman War
http://www.wikidata.org/entity/Q3506411,Great French War
http://www.wikidata.org/entity/Q3540196,Seventh Sicilian War
http://www.wikidata.org/entity/Q3540197,Anglo-Scottish war (1650–1652)
http://www.wikidata.org/entity/Q3544429,Bulgarian–Latin Wars
http://www.wikidata.org/entity/Q3562309,Wars of the Delian League
http://www.wikidata.org/entity/Q3621258,Arab conquest of Armenia
http://www.wikidata.org/entity/Q3622689,Bulgarian–Ottoman Wars
http://www.wikidata.org/entity/Q3624808,Gothic War of 367–369
http://www.wikidata.org/entity/Q3625654,Gothic War of 401–403
http://www.wikidata.org/entity/Q3636688,Siege of Almería
http://www.wikidata.org/entity/Q3651696,Anglo-French War (1778–1783)
http://www.wikidata.org/entity/Q3651748,Parthian war of Caracalla
http://www.wikidata.org/entity/Q3651751,Trajan's Parthian campaign
http://www.wikidata.org/entity/Q3660954,War of the Three Henries
http://www.wikidata.org/entity/Q3778604,Guerra decennale
http://www.wikidata.org/entity/Q3778613,Caroline War
http://www.wikidata.org/entity/Q3778618,Lancastrian War
http://www.wikidata.org/entity/Q3778625,Danish period of the Thirty Years' War
http://www.wikidata.org/entity/Q3778666,Russo-Byzantine war (988)
http://www.wikidata.org/entity/Q3778668,Ferrara War
http://www.wikidata.org/entity/Q3778671,War of Padua
http://www.wikidata.org/entity/Q3778674,War of Trieste
http://www.wikidata.org/entity/Q3778677,Valtellina War
http://www.wikidata.org/entity/Q3778678,War of Zara (1183–1203)
http://www.wikidata.org/entity/Q3778689,War of Succession to the Patriarchate of Aquileia
http://www.wikidata.org/entity/Q3778702,Pompey's Jewish War
http://www.wikidata.org/entity/Q3778712,Polish-Moldavian war
http://www.wikidata.org/entity/Q3778732,Byzantine–Venetian War of 1296–1302
http://www.wikidata.org/entity/Q3778746,Sioux Wars
http://www.wikidata.org/entity/Q3782240,First War of the Samnites
http://www.wikidata.org/entity/Q3800882,Franco-Venetian War of 809–810
http://www.wikidata.org/entity/Q3807161,Archidamian War
http://www.wikidata.org/entity/Q3815421,Dominican Restoration War
http://www.wikidata.org/entity/Q3846875,Greater East Asia War
http://www.wikidata.org/entity/Q3902588,Little War in Hungary
http://www.wikidata.org/entity/Q3916827,Russo-Finnish wars
http://www.wikidata.org/entity/Q3921618,First Mafia War
http://www.wikidata.org/entity/Q3953988,second Samnite war
http://www.wikidata.org/entity/Q3984895,Third Messenian War
http://www.wikidata.org/entity/Q3984897,Third Samnite War
http://www.wikidata.org/entity/Q4065191,Anglo-Spanish War
http://www.wikidata.org/entity/Q4072719,Afghanistan–Pakistan skirmishes
http://www.wikidata.org/entity/Q4111313,Wilhelminer War
http://www.wikidata.org/entity/Q4116897,Second Kurdish–Iraqi War
http://www.wikidata.org/entity/Q4117235,Berke–Hulagu war
http://www.wikidata.org/entity/Q4120277,Second Samoan Civil War
http://www.wikidata.org/entity/Q4120294,Hundred Days' War
http://www.wikidata.org/entity/Q4122568,Punic-Macedonian War
http://www.wikidata.org/entity/Q4122570,War of Knives
http://www.wikidata.org/entity/Q4122579,Arikara War
http://www.wikidata.org/entity/Q4122600,War of the Priests
http://www.wikidata.org/entity/Q4122674,Wars of Justinian I
http://www.wikidata.org/entity/Q4126346,Holy War of Jahangir Khoja
http://www.wikidata.org/entity/Q4126350,Kenesary Kasymov's uprising
http://www.wikidata.org/entity/Q4127808,Second Indochina War
http://www.wikidata.org/entity/Q4155190,The war in Denmark in 1700 during the Great Nordic War
http://www.wikidata.org/entity/Q4166614,Lithuanian–Muscovite War
http://www.wikidata.org/entity/Q4200795,Indian campaign of Alexander the Great
http://www.wikidata.org/entity/Q4204142,Spanish–Portuguese War
http://www.wikidata.org/entity/Q4205368,Jewish–Roman wars
http://www.wikidata.org/entity/Q4207617,Balkan campaign of 1529
http://www.wikidata.org/entity/Q4207759,Seleucid–Parthian wars
http://www.wikidata.org/entity/Q4208075,Kazakh-Dzungar Wars
http://www.wikidata.org/entity/Q4216311,First conflict in the Goryeo–Khitan Wars
http://www.wikidata.org/entity/Q4222429,Sino–Tibetan War
http://www.wikidata.org/entity/Q4242966,Crimean-Nogai Raids
http://www.wikidata.org/entity/Q4261059,Livonian campaign against Rus'
http://www.wikidata.org/entity/Q4301653,Mongol conquest of Anatolia
http://www.wikidata.org/entity/Q4301657,Mongol invasion of China
http://www.wikidata.org/entity/Q4304360,Moscow-Novgorod War (1456)
http://www.wikidata.org/entity/Q4304362,Moscow-Novgorod Battle (1471)
http://www.wikidata.org/entity/Q4304363,Moscow-Novgorod War (1477-1478)
http://www.wikidata.org/entity/Q4338036,Ottoman–Mamluk War of 1485–91
http://www.wikidata.org/entity/Q4338038,Ottoman–Mamluk War of 1516–17
http://www.wikidata.org/entity/Q4348819,First Archipelago Expedition
http://www.wikidata.org/entity/Q4349074,First Oirat–Manchu War
http://www.wikidata.org/entity/Q4400941,Russian-Kazan War (1487)
http://www.wikidata.org/entity/Q4400943,Russo-Kazan War (1505–07)
http://www.wikidata.org/entity/Q4400956,Russo-Tlingit War
http://www.wikidata.org/entity/Q4408946,Sasun Uprising
http://www.wikidata.org/entity/Q4411726,Sacred Wars
http://www.wikidata.org/entity/Q4411939,The Sevastopol Uprising
http://www.wikidata.org/entity/Q4446152,Jurchen campaigns against the Song dynasty
http://www.wikidata.org/entity/Q4465891,Ottoman–Persian War of 1743–46
http://www.wikidata.org/entity/Q4497453,Khivan campaign of 1839
http://www.wikidata.org/entity/Q2445409,War of Ferrara
http://www.wikidata.org/entity/Q2448644,Mongol invasions of Vietnam
http://www.wikidata.org/entity/Q2452024,Italian War of 1536–1538
http://www.wikidata.org/entity/Q2453944,Civil war of the five kings
http://www.wikidata.org/entity/Q2461067,West-Frisian Wars
http://www.wikidata.org/entity/Q2470023,Flagstaff War
http://www.wikidata.org/entity/Q2471586,Pomeranian War
http://www.wikidata.org/entity/Q2471587,Venetian–Genoese Wars
http://www.wikidata.org/entity/Q2487361,Frans van Brederode's rebellion of 1488–1490
http://www.wikidata.org/entity/Q2493468,Muscovite-Lithuanian War
http://www.wikidata.org/entity/Q2495491,Muscovite-Lithuanian War
http://www.wikidata.org/entity/Q2506432,Wars in Lombardy
http://www.wikidata.org/entity/Q2541452,Waldenfelser Feud
http://www.wikidata.org/entity/Q2545349,Galicia–Volhynia Wars
http://www.wikidata.org/entity/Q2556352,Galatian War
http://www.wikidata.org/entity/Q2563105,Second Perso-Turkic War
http://www.wikidata.org/entity/Q2564895,Western Design
http://www.wikidata.org/entity/Q2570116,Drenther Crusade
http://www.wikidata.org/entity/Q2576016,Anastasian War
http://www.wikidata.org/entity/Q2577772,Wars of the Three Kingdoms
http://www.wikidata.org/entity/Q2578094,Ottoman–Safavid War
http://www.wikidata.org/entity/Q2584439,First Egyptian-Ottoman War
http://www.wikidata.org/entity/Q2586110,Bosnian uprising
http://www.wikidata.org/entity/Q2599340,War of the Sicilian Vespers
http://www.wikidata.org/entity/Q2600326,Second Egyptian-Ottoman War
http://www.wikidata.org/entity/Q2602070,Colorado War
http://www.wikidata.org/entity/Q2606574,Acre War
http://www.wikidata.org/entity/Q2614800,Zhili–Anhui War
http://www.wikidata.org/entity/Q2615472,Border War
http://www.wikidata.org/entity/Q2619223,Aetolian War
http://www.wikidata.org/entity/Q2629782,French conquest of Algeria
http://www.wikidata.org/entity/Q2632175,Dunmore's War
http://www.wikidata.org/entity/Q2634361,The Cheb noble dispute
http://www.wikidata.org/entity/Q2634908,Muscovite-Lithuanian War (1534-1537)
http://www.wikidata.org/entity/Q2634927,Moscovian-Lithuanian War (1512-1522)
http://www.wikidata.org/entity/Q2635052,Modoc War
http://www.wikidata.org/entity/Q2638505,Franco-Hova Wars
http://www.wikidata.org/entity/Q2652686,Kachin conflict
http://www.wikidata.org/entity/Q2656995,Northwest Indian War
http://www.wikidata.org/entity/Q2664602,War of the Two Peters
http://www.wikidata.org/entity/Q2665664,Prussian Crusade
http://www.wikidata.org/entity/Q2667645,Mongol invasion of Poland
http://www.wikidata.org/entity/Q2679889,Olynthian War
http://www.wikidata.org/entity/Q2707090,Rus'–Byzantine War of 907
http://www.wikidata.org/entity/Q2725993,Padri War
http://www.wikidata.org/entity/Q2737628,Russian–Circassian War
http://www.wikidata.org/entity/Q2742886,Lithuanian Wars of Independence
http://www.wikidata.org/entity/Q2745406,Shaba II
http://www.wikidata.org/entity/Q2748377,Ottoman–Hotaki War (1722–1727)
http://www.wikidata.org/entity/Q2836835,Fifth Israelite-Aramean war
http://www.wikidata.org/entity/Q2837436,Battle of Ayohuma
http://www.wikidata.org/entity/Q2890068,Moorish wars
http://www.wikidata.org/entity/Q2904516,War over Water
http://www.wikidata.org/entity/Q2910041,First War of the Diadochi
http://www.wikidata.org/entity/Q2913821,Ottoman–Persian War of 1730–1735
http://www.wikidata.org/entity/Q2915203,Ethiopian–Adal War
http://www.wikidata.org/entity/Q2935421,French conquest of Morocco
http://www.wikidata.org/entity/Q2975313,Ottoman–Persian War of 1821–23
http://www.wikidata.org/entity/Q2976715,Second Seminole War
http://www.wikidata.org/entity/Q2985977,Polish–Swedish War (1626–29)
http://www.wikidata.org/entity/Q2986801,Qin's wars of unification
http://www.wikidata.org/entity/Q2991800,Sviatoslav's invasion of Bulgaria
http://www.wikidata.org/entity/Q2992403,Franco-Syrian War
http://www.wikidata.org/entity/Q2993585,Panjdeh Incident
http://www.wikidata.org/entity/Q2996302,Fenian raids
http://www.wikidata.org/entity/Q2996877,Muscovite-Lithuanian War (1507-1508)
http://www.wikidata.org/entity/Q3025315,Second Tayasal War
http://www.wikidata.org/entity/Q3025332,Second English Civil War
http://www.wikidata.org/entity/Q3042457,Platine War
http://www.wikidata.org/entity/Q3042463,Uruguayan War
http://www.wikidata.org/entity/Q3062439,Franco-Moroccan War
http://www.wikidata.org/entity/Q3118940,Father Le Loutre's War
http://www.wikidata.org/entity/Q3118967,Ethiopian Civil War
http://www.wikidata.org/entity/Q3118971,Ecuadorian–Colombian War
http://www.wikidata.org/entity/Q3118988,Carib Expulsion
http://www.wikidata.org/entity/Q3118990,French–Breton War
http://www.wikidata.org/entity/Q3118998,War against Lyctus
http://www.wikidata.org/entity/Q3119006,Forty Years' War
http://www.wikidata.org/entity/Q3119015,Yakima War
http://www.wikidata.org/entity/Q3119020,War of the Basket of Apples
http://www.wikidata.org/entity/Q3119025,Red River War
http://www.wikidata.org/entity/Q3119069,War of the Insane
http://www.wikidata.org/entity/Q3119074,Spanish conquest of the Kingdom of Q'umarkaj
http://www.wikidata.org/entity/Q3119079,Babylonian–Assyrian War of 1235 BC
http://www.wikidata.org/entity/Q3119082,Urartu–Assyria War (743–735 BC)
http://www.wikidata.org/entity/Q3119084,Franco-Trarzan War of 1825
http://www.wikidata.org/entity/Q3119117,Ecuadorian–Peruvian War of 1858–1860
http://www.wikidata.org/entity/Q3119136,Third Ottoman–Venetian War
http://www.wikidata.org/entity/Q3119150,Elamite war of 1765 BCE
http://www.wikidata.org/entity/Q3119151,Ethiopian-Mahdist War
http://www.wikidata.org/entity/Q3119162,Kappel Wars
http://www.wikidata.org/entity/Q3119173,Avar Wars
http://www.wikidata.org/entity/Q3119188,Fernandine Wars
http://www.wikidata.org/entity/Q3142505,First English Civil War
http://www.wikidata.org/entity/Q3142923,Urartu–Assyria War
http://www.wikidata.org/entity/Q3196886,2009 Eastern Congo offensive
http://www.wikidata.org/entity/Q3237019,Sino-Burmese War
http://www.wikidata.org/entity/Q3242848,First War of Scottish Independence
http://www.wikidata.org/entity/Q3280731,Mexican Indian Wars
http://www.wikidata.org/entity/Q3290619,Shaba I
http://www.wikidata.org/entity/Q4515025,Fourth War of the Diadochi
http://www.wikidata.org/entity/Q4689049,Afghan-Sikh wars
http://www.wikidata.org/entity/Q4763630,Capetian-Plantagenet rivalry
http://www.wikidata.org/entity/Q4793354,Armenian–Parthian War
http://www.wikidata.org/entity/Q4817850,Muslim conquest of Transoxiana
http://www.wikidata.org/entity/Q4867844,Basque-Vicuña war
http://www.wikidata.org/entity/Q4871796,Battle of Motta
http://www.wikidata.org/entity/Q4891025,conquest of the Canary Islands
http://www.wikidata.org/entity/Q4921578,Black Refugee
http://www.wikidata.org/entity/Q5027839,Filibuster War
http://www.wikidata.org/entity/Q5037035,Capture of Minorca
http://www.wikidata.org/entity/Q5124631,Qays-Yaman war
http://www.wikidata.org/entity/Q5124705,Civil war of Wa
http://www.wikidata.org/entity/Q5140854,Coeur d'Alene War
http://www.wikidata.org/entity/Q5168559,Cophen Campaign
http://www.wikidata.org/entity/Q5197126,Cuzco Rebellion of 1814
http://www.wikidata.org/entity/Q5347394,Effects of the Gaza War
http://www.wikidata.org/entity/Q5403659,Ethiopian–Egyptian War
http://www.wikidata.org/entity/Q5452603,First Carib War
http://www.wikidata.org/entity/Q5452958,"First English Civil War, 1642"
http://www.wikidata.org/entity/Q5453254,First Maroon War
http://www.wikidata.org/entity/Q5453768,First Rohilla War
http://www.wikidata.org/entity/Q5529300,Ga–Fante War
http://www.wikidata.org/entity/Q5555632,First Messenian War
http://www.wikidata.org/entity/Q5557072,Ghost Dance War
http://www.wikidata.org/entity/Q5561746,Second War between the Directory and Artigas in Entre Ríos
http://www.wikidata.org/entity/Q5641326,Fourth Israelite-Aramean war
http://www.wikidata.org/entity/Q5671681,War between Artigas and the Directory
http://www.wikidata.org/entity/Q5887732,War against drug trafficking in Tepic
http://www.wikidata.org/entity/Q5887735,Coto War
http://www.wikidata.org/entity/Q5887859,War between Artigas and Ramírez
http://www.wikidata.org/entity/Q5887863,War between Corinth and Corcyra
http://www.wikidata.org/entity/Q5918797,Barrios' War of Reunification
http://www.wikidata.org/entity/Q6067814,Iraq War troop surge of 2007
http://www.wikidata.org/entity/Q6077256,Ottoman–Persian War
http://www.wikidata.org/entity/Q6079779,Ottoman–Persian War of 1732–1736
http://www.wikidata.org/entity/Q6086281,First Honduran civil war
http://www.wikidata.org/entity/Q6086412,First Anglo-Powhatan War
http://www.wikidata.org/entity/Q6086416,First Israelite-Aramean war
http://www.wikidata.org/entity/Q6094583,Ottoman-Safavid War of 1548–1549
http://www.wikidata.org/entity/Q6123725,Second Honduran civil war
http://www.wikidata.org/entity/Q6123727,Second Cristero War
http://www.wikidata.org/entity/Q6123728,Second Bayano War
http://www.wikidata.org/entity/Q6142438,Third Israelite-Aramean war
http://www.wikidata.org/entity/Q6165029,Java War
http://www.wikidata.org/entity/Q6192082,Jicarilla War
http://www.wikidata.org/entity/Q6407091,Laotian Rebellion
http://www.wikidata.org/entity/Q6414591,Harb al-fijar
http://www.wikidata.org/entity/Q6416407,Stanleyville Mutinies
http://www.wikidata.org/entity/Q6475115,Q6475115
http://www.wikidata.org/entity/Q6542740,Austro–Turkish War
http://www.wikidata.org/entity/Q6744162,Mallian Campaign
http://www.wikidata.org/entity/Q6808293,Dzungar–Qing War
http://www.wikidata.org/entity/Q6861027,Achaean War
http://www.wikidata.org/entity/Q6861694,Milwaukee Bridge War
http://www.wikidata.org/entity/Q6932168,Mughal–Safavid War
http://www.wikidata.org/entity/Q7125242,Paiute War
http://www.wikidata.org/entity/Q7134668,Paraguay campaign
http://www.wikidata.org/entity/Q7166879,Perak War
http://www.wikidata.org/entity/Q7210104,Polish–Soviet War in 1920
http://www.wikidata.org/entity/Q7210108,Polish–Swedish War (1621–25)
http://www.wikidata.org/entity/Q7242972,Song-Lý War
http://www.wikidata.org/entity/Q7304835,Red River Bridge War
http://www.wikidata.org/entity/Q7382025,Russian conquest of Bukhara
http://www.wikidata.org/entity/Q7443152,Second Carib War
http://www.wikidata.org/entity/Q7443317,Second Genoese–Savoyard War
http://www.wikidata.org/entity/Q7443517,Second Scutari War
http://www.wikidata.org/entity/Q7565812,South African Wars
http://www.wikidata.org/entity/Q7813573,Tokhtamysh–Timur war
http://www.wikidata.org/entity/Q7884900,unification of Nepal
http://www.wikidata.org/entity/Q7968589,Iberian–Armenian War
http://www.wikidata.org/entity/Q7968690,War of the Heavenly Horses
http://www.wikidata.org/entity/Q7970684,Warri Crisis
http://www.wikidata.org/entity/Q7970865,Wars of Castro
http://www.wikidata.org/entity/Q8049168,Yaqui Wars
http://www.wikidata.org/entity/Q8064768,Zaian War
http://www.wikidata.org/entity/Q8077397,Æthelwold's Revolt
http://www.wikidata.org/entity/Q9001160,Decelean War
http://www.wikidata.org/entity/Q9001174,Second War of Naples
http://www.wikidata.org/entity/Q9001180,War of Navarreria
http://www.wikidata.org/entity/Q9001194,Tarija War
http://www.wikidata.org/entity/Q9294875,Ndwandwe–Zulu War
http://www.wikidata.org/entity/Q9377266,Alexandrian war
http://www.wikidata.org/entity/Q9377290,Frisian War
http://www.wikidata.org/entity/Q9377300,Russo-Lithuanian War (1561-1570)
http://www.wikidata.org/entity/Q9377322,Polish-Ottoman War of 1485–1503
http://www.wikidata.org/entity/Q9377352,Lutsk War
http://www.wikidata.org/entity/Q9385130,War in Heaven
http://www.wikidata.org/entity/Q10360265,Revolution of 1923
http://www.wikidata.org/entity/Q10435091,Bremian Wars
http://www.wikidata.org/entity/Q10437079,The Battle of the Brothers
http://www.wikidata.org/entity/Q10484164,The English Wars (1296–1453)
http://www.wikidata.org/entity/Q10678271,Sten Sture the Younger's War against Denmark
http://www.wikidata.org/entity/Q10684373,Svante Nilsson Sture's war against Denmark
http://www.wikidata.org/entity/Q10747194,Third Mongol-Dai Viet War
http://www.wikidata.org/entity/Q10747221,Vietnamese–Laotian War of 1467–1480
http://www.wikidata.org/entity/Q10952572,Afghan Civil War (1928–1929)
http://www.wikidata.org/entity/Q11050383,Eelam War II
http://www.wikidata.org/entity/Q11121257,Camphor War
http://www.wikidata.org/entity/Q11131079,Eikyō War
http://www.wikidata.org/entity/Q11154636,Eelam War III
http://www.wikidata.org/entity/Q11155970,Catalan Crusade
http://www.wikidata.org/entity/Q11288845,Russian-Ukrainian War (1658—1659)
http://www.wikidata.org/entity/Q11352145,Byzantine-Venetian War of 1118
http://www.wikidata.org/entity/Q11433497,Yamato Eikyō War
http://www.wikidata.org/entity/Q11445749,Battle of Ōshū
http://www.wikidata.org/entity/Q11475544,Servile Wars
http://www.wikidata.org/entity/Q11509685,German-Japanese War
http://www.wikidata.org/entity/Q11682251,Masinisa War
http://www.wikidata.org/entity/Q11871384,Sino–Mongolian War of 1913–1915
http://www.wikidata.org/entity/Q11875880,Livonia–Moscow War
http://www.wikidata.org/entity/Q11881796,Swedish crusade against Novgorod
http://www.wikidata.org/entity/Q11893060,Roman–Parthian War of 195–198
http://www.wikidata.org/entity/Q11915293,Almohad Conquest of Mallorca
