War URI,War Label
http://www.wikidata.org/entity/Q11915300,Islamic Conquest of Mallorca
http://www.wikidata.org/entity/Q11915301,Conquest of Murcia
http://www.wikidata.org/entity/Q11921388,Expedition to Tunis (1282-1286)
http://www.wikidata.org/entity/Q11921389,Expedition to Tunis (1424)
http://www.wikidata.org/entity/Q11924834,War of James IV of Mallorca
http://www.wikidata.org/entity/Q11924841,Gothic War of 248–253
http://www.wikidata.org/entity/Q11924845,Messenian Wars
http://www.wikidata.org/entity/Q11942758,Ethiopian-Somali border conflict
http://www.wikidata.org/entity/Q11942759,First noble revolt against James I of Aragon
http://www.wikidata.org/entity/Q11945455,Revolt of Bernard of Septimania
http://www.wikidata.org/entity/Q11948062,Second noble revolt against James I of Aragon
http://www.wikidata.org/entity/Q11956522,The 6000-mark war
http://www.wikidata.org/entity/Q11981961,The war against Birger Magnusson
http://www.wikidata.org/entity/Q12010160,Värmland military campaign
http://www.wikidata.org/entity/Q12055092,Mourning wars
http://www.wikidata.org/entity/Q12128040,Anti-Hetman Uprising
http://www.wikidata.org/entity/Q12175662,War of the Spanish Succession in the Kingdom of Valencia
http://www.wikidata.org/entity/Q12186748,The first British campaign against Al-Qawasim 1800
http://www.wikidata.org/entity/Q12203897,Algerian popular resistance against French invasion
http://www.wikidata.org/entity/Q12203922,Abu Yazid revolt
http://www.wikidata.org/entity/Q12271072,Austro-Turkish War (1737-1739)
http://www.wikidata.org/entity/Q12275322,Viriat War
http://www.wikidata.org/entity/Q12277247,Gothic War of 267–269
http://www.wikidata.org/entity/Q12277295,Civil War in Bulgaria 1257-1263
http://www.wikidata.org/entity/Q12279474,Aegina War
http://www.wikidata.org/entity/Q12292667,Romanian involvement in the Balkan Wars
http://www.wikidata.org/entity/Q12368788,Livonia–Pskov War
http://www.wikidata.org/entity/Q12628185,Bosnian–Ragusan war of 1403–1404
http://www.wikidata.org/entity/Q12786750,Habsburg-Celje war
http://www.wikidata.org/entity/Q12846172,Safavid-Ottoman War (1616-1618)
http://www.wikidata.org/entity/Q12867506,Georgian-Ottoman War
http://www.wikidata.org/entity/Q12910863,Timur's invasion of India
http://www.wikidata.org/entity/Q12974595,Second Tarain War
http://www.wikidata.org/entity/Q13034576,Third Xhosa War
http://www.wikidata.org/entity/Q13085198,First Konavoski War
http://www.wikidata.org/entity/Q13135412,East Frisian Wars of Liberation
http://www.wikidata.org/entity/Q13405023,Wei conquest of Zhongshan
http://www.wikidata.org/entity/Q13422413,Franconian War
http://www.wikidata.org/entity/Q14328055,Jewish–Babylonian war
http://www.wikidata.org/entity/Q14365883,Sont wars
http://www.wikidata.org/entity/Q14406478,Battle for Bredevoort
http://www.wikidata.org/entity/Q14554543,Rebellion of Hermenegildo
http://www.wikidata.org/entity/Q14974184,War of the Spanish Succession in Catalonia
http://www.wikidata.org/entity/Q15053704,Coalition Wars
http://www.wikidata.org/entity/Q15054314,Roman-Aequian wars
http://www.wikidata.org/entity/Q15436846,Tenshō Iga War
http://www.wikidata.org/entity/Q15495743,Livonian Civil War
http://www.wikidata.org/entity/Q15542964,Italian War of 1542–46
http://www.wikidata.org/entity/Q15640057,War of the Straits
http://www.wikidata.org/entity/Q15729012,Ribagorza War
http://www.wikidata.org/entity/Q15847241,Senecal War
http://www.wikidata.org/entity/Q15847278,Seqiti War
http://www.wikidata.org/entity/Q15860072,Russo-Ukrainian War
http://www.wikidata.org/entity/Q15867454,War of the Oxen
http://www.wikidata.org/entity/Q15867770,Naval war on Lake Constance
http://www.wikidata.org/entity/Q15903398,Zhao conquest of Zhongshan
http://www.wikidata.org/entity/Q16009484,First Seminole War
http://www.wikidata.org/entity/Q16009852,Third Seminole War
http://www.wikidata.org/entity/Q16115424,War for the Croatian-Hungarian crown in 1490
http://www.wikidata.org/entity/Q16118002,Palestinian separation
http://www.wikidata.org/entity/Q16126368,1972 North and South Yemen war
http://www.wikidata.org/entity/Q16151540,Eelam War IV
http://www.wikidata.org/entity/Q16321137,Weissenburger War
http://www.wikidata.org/entity/Q16327601,Demetrius War
http://www.wikidata.org/entity/Q16329711,Movement of 1831
http://www.wikidata.org/entity/Q16335104,Russian-Kazan War (1535—1552)
http://www.wikidata.org/entity/Q16362506,Lithuanian Crusade
http://www.wikidata.org/entity/Q16408889,Russo-Livian War
http://www.wikidata.org/entity/Q16412812,Russian-Livonian War (1480-1481)
http://www.wikidata.org/entity/Q16533921,Anglo-French War of 1294-1303
http://www.wikidata.org/entity/Q16573180,Chile Chico War
http://www.wikidata.org/entity/Q16663506,Cypriot-Genoese War
http://www.wikidata.org/entity/Q16693088,Russo-Persian War of 1651–53
http://www.wikidata.org/entity/Q16716678,Scythian-Macedonian War
http://www.wikidata.org/entity/Q16724471,Montenegrin–Ottoman War (1861–62)
http://www.wikidata.org/entity/Q16911838,Second Libyan Civil War
http://www.wikidata.org/entity/Q16912790,Athens-Macedonia War
http://www.wikidata.org/entity/Q16931483,Mughal–Safavid War
http://www.wikidata.org/entity/Q16932264,South Sulawesi expedition
http://www.wikidata.org/entity/Q16933898,French invasion of Normandy (1202–1204)
http://www.wikidata.org/entity/Q16967004,California Indian Wars
http://www.wikidata.org/entity/Q16974363,Eastern Theater of Eelam War IV
http://www.wikidata.org/entity/Q17025641,Tirah campaign
http://www.wikidata.org/entity/Q17048924,Cambodian–Dutch War
http://www.wikidata.org/entity/Q17077415,Iapygian-Tarentine Wars
http://www.wikidata.org/entity/Q17272643,spillover of the Syrian Civil War
http://www.wikidata.org/entity/Q86667374,Spanish-Algerian war (1775-1785)
http://www.wikidata.org/entity/Q86668908,Tunisian-Algerian War (1628)
http://www.wikidata.org/entity/Q86669074,Tunisian-Algerian War (1700)
http://www.wikidata.org/entity/Q86669104,Tunisian-Algerian War (1694)
http://www.wikidata.org/entity/Q86669223,Tunisian-Algerian War (1705)
http://www.wikidata.org/entity/Q86670059,Tunisian-Algerian War (1735)
http://www.wikidata.org/entity/Q86671214,Tunisian-Algerian War (1756)
http://www.wikidata.org/entity/Q86681879,Genoese-Theodorite War (1433–1441)
http://www.wikidata.org/entity/Q86733951,The first Saudi campaigns against Al-Ahsa
http://www.wikidata.org/entity/Q86831539,Islamist insurgency in the Sahel
http://www.wikidata.org/entity/Q87277936,Gothic War of 408–416
http://www.wikidata.org/entity/Q89035147,Jihadist insurgency in Burkina Faso
http://www.wikidata.org/entity/Q89640491,British campaigns against the Al-Qasimi
http://www.wikidata.org/entity/Q90026836,The Mormon Wars
http://www.wikidata.org/entity/Q92987578,Mongol campaign against the Nizaris
http://www.wikidata.org/entity/Q94734658,War of the Sixth Coalition (siege of fortresses in 1813)
http://www.wikidata.org/entity/Q95674442,Moravian-Franconian War
http://www.wikidata.org/entity/Q96177307,Mongol conquest of Eastern Xia
http://www.wikidata.org/entity/Q96414271,War of the Castle of Love
http://www.wikidata.org/entity/Q96620627,Gothic War in Spain (416-418)
http://www.wikidata.org/entity/Q97059241,Chadian–Nigerian War
http://www.wikidata.org/entity/Q97163647,Tuscan War between Guelphs and Ghibellines (1273–1276)
http://www.wikidata.org/entity/Q97165187,Franco-Spanish War
http://www.wikidata.org/entity/Q97169326,Ecuadorian War of Independence
http://www.wikidata.org/entity/Q97178295,Greco-Carthaginian War (280-275 BC)
http://www.wikidata.org/entity/Q97185211,Bithynian-Pergamene War (156–154 BC)
http://www.wikidata.org/entity/Q97186053,Pontic-Pergamene War (183–179 BC)
http://www.wikidata.org/entity/Q97186969,War between Rhodes and Kaunos
http://www.wikidata.org/entity/Q97187081,Cretan War (155–153 BC)
http://www.wikidata.org/entity/Q97191289,War between Arwad and Marathus
http://www.wikidata.org/entity/Q97198039,Greco-Ardiaean War
http://www.wikidata.org/entity/Q97199785,Seleucid-Pergamene War (230–216 BC)
http://www.wikidata.org/entity/Q97278952,War between Apollonia and Mesembria
http://www.wikidata.org/entity/Q97279607,Bithynian-Pergamene War (186–183 BC)
http://www.wikidata.org/entity/Q97305706,War of Byzantium against Bithynia and Rhodes
http://www.wikidata.org/entity/Q97305915,War between the Achaean League and Macedonia
http://www.wikidata.org/entity/Q97305923,Aetolian-Boeotian War
http://www.wikidata.org/entity/Q97306131,War between Antiochus I Soter and the Northern League
http://www.wikidata.org/entity/Q97306148,Carian War
http://www.wikidata.org/entity/Q97661679,Lesbos War
http://www.wikidata.org/entity/Q98233405,Katamanso war
http://www.wikidata.org/entity/Q98383169,Ottoman raids into the Despotate of the Morea (1395-1397)
http://www.wikidata.org/entity/Q98768497,War of Sicilia  (1282-1294)
http://www.wikidata.org/entity/Q98768499,War of Sicilia (1296-1302)
http://www.wikidata.org/entity/Q99248809,Lupfen Feud
http://www.wikidata.org/entity/Q99548664,First Musso War
http://www.wikidata.org/entity/Q99548752,Second Musso War
http://www.wikidata.org/entity/Q99659280,Second Nagorno-Karabakh War
http://www.wikidata.org/entity/Q99888314,War of the Heritage of the Counts of Celje
http://www.wikidata.org/entity/Q104881979,French-Algerian War 1681–88
http://www.wikidata.org/entity/Q105624223,Spartan-Elean war
http://www.wikidata.org/entity/Q105973572,Spanish–Chamorro Wars
http://www.wikidata.org/entity/Q106596669,The intervention of the Romanian Army in support of the French troops in southern Russia in 1919
http://www.wikidata.org/entity/Q106640290,History of the Sino-Japanese Wars (1893-1945)
http://www.wikidata.org/entity/Q106673455,The Maratha War
http://www.wikidata.org/entity/Q106748398,Danish-Swedish Wars
http://www.wikidata.org/entity/Q106756432,The Occupation of Iraq
http://www.wikidata.org/entity/Q106856793,Franco-German war of 978–980
http://www.wikidata.org/entity/Q106900718,Action of 22 May 1811
http://www.wikidata.org/entity/Q106959443,Maghrebi war
http://www.wikidata.org/entity/Q107316533,Resistance of Sidi Lazraq Belhaj 1864
http://www.wikidata.org/entity/Q107342906,Conquista de Gallaecia
http://www.wikidata.org/entity/Q107435543,Serbian–Ottoman wars
http://www.wikidata.org/entity/Q107999071,The Nail Baba Movement
http://www.wikidata.org/entity/Q108044582,German–Polish War
http://www.wikidata.org/entity/Q108199009,Czecho-Saxon War
http://www.wikidata.org/entity/Q108937038,Second Calchaquí War
http://www.wikidata.org/entity/Q109310886,Second Italian War
http://www.wikidata.org/entity/Q109535929,2021 Tripura riots
http://www.wikidata.org/entity/Q109987089,Neuchâtel War 1272-73
http://www.wikidata.org/entity/Q110197514,The War in Gilboa
http://www.wikidata.org/entity/Q110363021,War of the Keys
http://www.wikidata.org/entity/Q110425527,Mogolistan War
http://www.wikidata.org/entity/Q110463135,Mogolistan War (1399-1400)
http://www.wikidata.org/entity/Q110508489,Ox War 1552
http://www.wikidata.org/entity/Q110946061,Scottish-English War
http://www.wikidata.org/entity/Q110999040,Russian invasion of Ukraine
http://www.wikidata.org/entity/Q111144428,Eel River Battlefield War of 1812
http://www.wikidata.org/entity/Q111165597,Crusades against Christians
http://www.wikidata.org/entity/Q111209315,English Expedition to Algiers (1620-1621)
http://www.wikidata.org/entity/Q111209317,War of the Goths
http://www.wikidata.org/entity/Q111442416,2014 Russian invasion of Ukraine
http://www.wikidata.org/entity/Q111488675,Muscovite-Ukrainian War (1674—1676)
http://www.wikidata.org/entity/Q111586714,Castilian-Aragonese War (1296-1304)
http://www.wikidata.org/entity/Q111586733,Castilian-Aragonese War (1288-1291)
http://www.wikidata.org/entity/Q111586738,Castilian-Aragonese War (1190-1191)
http://www.wikidata.org/entity/Q111586825,War of the Spanish Succession in Aragon
http://www.wikidata.org/entity/Q111651453,The war between Israel and Judah in Moab
http://www.wikidata.org/entity/Q111858100,Battle of Esa
http://www.wikidata.org/entity/Q111939431,Muslim–Quraysh War
http://www.wikidata.org/entity/Q111953993,Danish attacks on Norman England
http://www.wikidata.org/entity/Q112603301,Salzburg Peasants War
http://www.wikidata.org/entity/Q113289251,"Eighty Years' War, 1576–1579"
http://www.wikidata.org/entity/Q113468818,Salt War
http://www.wikidata.org/entity/Q113496908,Boumaza Revolution
http://www.wikidata.org/entity/Q113669521,Umma–Lagash war
http://www.wikidata.org/entity/Q114648313,Hyperesian War
http://www.wikidata.org/entity/Q115221484,Operation Krohcol
http://www.wikidata.org/entity/Q115514260,Serro Revolt of 1864
http://www.wikidata.org/entity/Q115647545,Weissenburg War
http://www.wikidata.org/entity/Q25198592,Avar–Byzantine wars
http://www.wikidata.org/entity/Q25303287,Lombard–Gepid War
http://www.wikidata.org/entity/Q25381316,Silesian Campaign
http://www.wikidata.org/entity/Q25390629,Wars between the Jin Dynasty and the Sixteen Kingdoms
http://www.wikidata.org/entity/Q25394005,Anglo-French War
http://www.wikidata.org/entity/Q25396410,Anglo-French War (1543-1546)
http://www.wikidata.org/entity/Q25488597,War of Attrition in Jordan Valley
http://www.wikidata.org/entity/Q25570036,Battle of Ceraja and Sllatina
http://www.wikidata.org/entity/Q25830878,Antigonid–Nabataean confrontations
http://www.wikidata.org/entity/Q25894038,Byzantine-Hungarian War (1127–29)
http://www.wikidata.org/entity/Q26799687,Austro-Turkish War of 1716–18
http://www.wikidata.org/entity/Q26809259,Anglo-Spanish War
http://www.wikidata.org/entity/Q27555217,Pilten's War of Succession
http://www.wikidata.org/entity/Q27628456,Russian conquest of Central Asia
http://www.wikidata.org/entity/Q27958661,Mataram conquest of Surabaya
http://www.wikidata.org/entity/Q27961138,War of the Sceptres
http://www.wikidata.org/entity/Q27962835,Roman–Bosporan War
http://www.wikidata.org/entity/Q28131511,Peruvian Pacification War
http://www.wikidata.org/entity/Q28136457,Bamileke War
http://www.wikidata.org/entity/Q28136838,Trunajaya rebellion
http://www.wikidata.org/entity/Q28666407,Campaigns of Russian Princes against the Order of the Sword
http://www.wikidata.org/entity/Q28701147,Ukrainian Anti-Terrorist Operation
http://www.wikidata.org/entity/Q28963610,struggle over Macedon
http://www.wikidata.org/entity/Q28963669,struggle of Lysimachus and Seleucus
http://www.wikidata.org/entity/Q28963747,Gallic invasion of Greece
http://www.wikidata.org/entity/Q29050627,War of the Syriac Succession
http://www.wikidata.org/entity/Q30412546,Siena War
http://www.wikidata.org/entity/Q30671673,Second Celtiberian War
http://www.wikidata.org/entity/Q30742530,Capture of Mers el-Kebir
http://www.wikidata.org/entity/Q30879135,Cilician Wars
http://www.wikidata.org/entity/Q30893234,Median-Lydian war
http://www.wikidata.org/entity/Q30893236,Caledonian wars
http://www.wikidata.org/entity/Q30916666,Operation Battle for the Restoration of Dignity
http://www.wikidata.org/entity/Q31073359,First Kandyan War
http://www.wikidata.org/entity/Q35583796,Abd al-Rahman ibn Muhammad ibn al-Ash'ath's revolt
http://www.wikidata.org/entity/Q39798277,National Liberation Struggle of Yugoslavia
http://www.wikidata.org/entity/Q42326778,Kake War
http://www.wikidata.org/entity/Q42423510,The Ethiopian Northern Resistance of 1928–1930
http://www.wikidata.org/entity/Q45222546,War of the Two Queens
http://www.wikidata.org/entity/Q47007501,Repression of the Commune
http://www.wikidata.org/entity/Q47015896,Iraqi conflict
http://www.wikidata.org/entity/Q47036889,Great Occitan War
http://www.wikidata.org/entity/Q47452670,Mudéjar revolt of 1264–66
http://www.wikidata.org/entity/Q47608983,Anglo-opobo war
http://www.wikidata.org/entity/Q48798497,Bosporan-Heracleote War
http://www.wikidata.org/entity/Q48812785,Picentine War
http://www.wikidata.org/entity/Q48941839,Livonian Campaign against Rus'
http://www.wikidata.org/entity/Q48955813,Novgorod-Livonian War
http://www.wikidata.org/entity/Q48999260,Bosporan-Sindian War
http://www.wikidata.org/entity/Q49635016,Saudi–Mamluk War
http://www.wikidata.org/entity/Q51180267,Roman-Dalmatae Wars
http://www.wikidata.org/entity/Q52448811,Ottoman-Portuguese wars
http://www.wikidata.org/entity/Q54286075,Polish-Bohemian War (1345–1348)
http://www.wikidata.org/entity/Q54448834,2018 Armenian–Azerbaijani clashes
http://www.wikidata.org/entity/Q54806280,Norman invasion of Wales
http://www.wikidata.org/entity/Q54981397,Crimean ride 1675
http://www.wikidata.org/entity/Q55262726,Chamorro wars
http://www.wikidata.org/entity/Q55600802,1964 Ethiopian-Somali Border War
http://www.wikidata.org/entity/Q55612563,Georgian-Ayyubid wars
http://www.wikidata.org/entity/Q55629507,Perso-Roman wars of 337–361
http://www.wikidata.org/entity/Q55630237,Pompeian–Parthian invasion of 40 BC
http://www.wikidata.org/entity/Q55632642,Savoyard-Waldensian Wars
http://www.wikidata.org/entity/Q56280276,Barra War
http://www.wikidata.org/entity/Q56308540,War of the Kingdom of Imereti
http://www.wikidata.org/entity/Q56318126,Castilian-Aragonese War (1429-1430)
http://www.wikidata.org/entity/Q56321141,Binamo-Panyeu War
http://www.wikidata.org/entity/Q56476739,Seven Day War
http://www.wikidata.org/entity/Q59215167,Primera guerra remensa
http://www.wikidata.org/entity/Q59243516,Second Remensa War
http://www.wikidata.org/entity/Q59768121,Valtellina Insurrection
http://www.wikidata.org/entity/Q60745019,Dardanian-Bastarnae war
http://www.wikidata.org/entity/Q60769268,Nizari–Seljuk wars
http://www.wikidata.org/entity/Q60826347,Georgian Civil War (1462-1490)
http://www.wikidata.org/entity/Q60834862,War of Comminges
http://www.wikidata.org/entity/Q61070630,War of the Pyrenees in the Basque Country
http://www.wikidata.org/entity/Q61082258,Anglo-Saxon invasion of Wales
http://www.wikidata.org/entity/Q62024512,Second Chiang-Gui War
http://www.wikidata.org/entity/Q64005407,Gothic War of 395–398
http://www.wikidata.org/entity/Q64019384,Fulbe war
http://www.wikidata.org/entity/Q64019715,Shoubak revolt (1900)
http://www.wikidata.org/entity/Q64209446,Portuguese campaign against the Ovambo
http://www.wikidata.org/entity/Q65052293,Parthian–Bactrian War
http://www.wikidata.org/entity/Q65065597,Urtatagai conflict
http://www.wikidata.org/entity/Q65077587,Bengal War
http://www.wikidata.org/entity/Q65079683,Khost rebellion (1912)
http://www.wikidata.org/entity/Q65102407,Whaleboat War
http://www.wikidata.org/entity/Q65119540,Chimor–Inca War
http://www.wikidata.org/entity/Q65129936,Franco-Visigothic War of 494–502
http://www.wikidata.org/entity/Q65131239,Savoy-Genoa War of 1672
http://www.wikidata.org/entity/Q65165803,First Portuguese-Ovimbundu War
http://www.wikidata.org/entity/Q66124499,Retreat Expedition
http://www.wikidata.org/entity/Q66474138,War in Catatumbo
http://www.wikidata.org/entity/Q66555529,Spanish Colonization of Hispaniola
http://www.wikidata.org/entity/Q67174853,First Spanish Hispaniola War 1494-1495
http://www.wikidata.org/entity/Q68718107,Moba Wars
http://www.wikidata.org/entity/Q73717019,Roman conquest of Mallorca
http://www.wikidata.org/entity/Q77458574,Ottoman invasion of Persia (1906)
http://www.wikidata.org/entity/Q83951170,The Liberation of Vanand by the Zakarians
http://www.wikidata.org/entity/Q85740526,Albanian-Turkish Wars
http://www.wikidata.org/entity/Q85760625,Fatimid conquest of Egypt
http://www.wikidata.org/entity/Q17512479,Arab Winter
http://www.wikidata.org/entity/Q17629486,Wars of Vendée
http://www.wikidata.org/entity/Q18191972,The War of Pekah and Ahaz
http://www.wikidata.org/entity/Q18217276,Stilicho's Pictish War
http://www.wikidata.org/entity/Q18286238,Liège-Brabant Wars
http://www.wikidata.org/entity/Q18331841,Theban–Spartan War
http://www.wikidata.org/entity/Q18355417,First Abenaki War
http://www.wikidata.org/entity/Q18407612,First Veyentian War
http://www.wikidata.org/entity/Q18408280,Pontic War
http://www.wikidata.org/entity/Q18469222,Campanhas de Pacificação e Ocupação
http://www.wikidata.org/entity/Q18586347,First Soviet-Finnish War
http://www.wikidata.org/entity/Q18747325,War between Akragas and Syracuse (446 BC)
http://www.wikidata.org/entity/Q18916050,Dano-Hanseatic War
http://www.wikidata.org/entity/Q18920712,War in Afghanistan
http://www.wikidata.org/entity/Q19275796,Franco-British colonial conflict
http://www.wikidata.org/entity/Q19309071,War of Secession in South Sudan
http://www.wikidata.org/entity/Q19711111,Vietnam–Cham War
http://www.wikidata.org/entity/Q19716429,Fourth Samnite War
http://www.wikidata.org/entity/Q19772481,Edigu's campaign against Moscow
http://www.wikidata.org/entity/Q19870743,Anglo-French war of 1213–14
http://www.wikidata.org/entity/Q19908093,Byzantine-Pecheneg Wars
http://www.wikidata.org/entity/Q19917081,Turkish intervention in Dagestan
http://www.wikidata.org/entity/Q19950012,Anglo-Spanish War of 1804-1809
http://www.wikidata.org/entity/Q20100433,Conquest of Menorca in 1287
http://www.wikidata.org/entity/Q20100434,Conquest of the Kingdom of Naples
http://www.wikidata.org/entity/Q20103567,French War in Majorca
http://www.wikidata.org/entity/Q20105067,War of the Children of Aragon
http://www.wikidata.org/entity/Q20105110,Invasion of Mateu I de Foix
http://www.wikidata.org/entity/Q20105790,War of the Armanaguesos
http://www.wikidata.org/entity/Q20106752,War of the Spanish Succession in the Kingdom of Mallorca
http://www.wikidata.org/entity/Q20182500,War of the Burgundian Succession
http://www.wikidata.org/entity/Q20313080,Anglo-Manipur War
http://www.wikidata.org/entity/Q20443986,second Japanese invasion of Korea
http://www.wikidata.org/entity/Q20500976,Second War of Castro
http://www.wikidata.org/entity/Q20501376,Montenegran-Turkish War
http://www.wikidata.org/entity/Q20510775,War of Vardanants
http://www.wikidata.org/entity/Q20616389,Amatola War
http://www.wikidata.org/entity/Q20640745,Bona crusade
http://www.wikidata.org/entity/Q20717681,European Scythian campaign of Darius I
http://www.wikidata.org/entity/Q20747555,Byzantine–Bulgarian war of 913–927
http://www.wikidata.org/entity/Q20855628,Tuareg Rebellion of 2006
http://www.wikidata.org/entity/Q20875683,Catalan-Genoese War
http://www.wikidata.org/entity/Q20987759,Kaidu–Kublai war
http://www.wikidata.org/entity/Q20987787,Esen Buqa–Ayurbarwada war
http://www.wikidata.org/entity/Q20991942,Burmese–Siamese War (1662–64)
http://www.wikidata.org/entity/Q20991944,Burmese–Siamese War  (1809–12)
http://www.wikidata.org/entity/Q21060224,First Goguryeo–Sui War
http://www.wikidata.org/entity/Q21060225,First Goryeo-Mongol War
http://www.wikidata.org/entity/Q21060232,Second Goguryeo–Sui War
http://www.wikidata.org/entity/Q21060233,Second Goryeo-Mongol War
http://www.wikidata.org/entity/Q21060238,Third Goryeo-Mongol War
http://www.wikidata.org/entity/Q21060244,Fourth Goguryeo–Sui War
http://www.wikidata.org/entity/Q21060245,Fourth Goryeo-Mongol War
http://www.wikidata.org/entity/Q21060247,Fifth Goryeo-Mongol War
http://www.wikidata.org/entity/Q21060248,Sixth Goryeo-Mongol War
http://www.wikidata.org/entity/Q21060252,Eighth Goryeo-Mongol War
http://www.wikidata.org/entity/Q21060253,Ninth Goryeo-Mongol War
http://www.wikidata.org/entity/Q21081322,Battle of the Strait
http://www.wikidata.org/entity/Q21082911,War of the Banu Yas
http://www.wikidata.org/entity/Q21086449,War of the Pallars
http://www.wikidata.org/entity/Q21193517,Breton War
http://www.wikidata.org/entity/Q21235188,War of L'Aquila
http://www.wikidata.org/entity/Q21244903,Battle of Jajau
http://www.wikidata.org/entity/Q21275805,Chinese expedition to Tibet (1720)
http://www.wikidata.org/entity/Q21480000,War against the Emirate of Saraqusta
http://www.wikidata.org/entity/Q21619637,Conquest of Franche-Comté
http://www.wikidata.org/entity/Q21640759,Crimean campaign against Moscow (1591)
http://www.wikidata.org/entity/Q21644269,Russian-Kokand War
http://www.wikidata.org/entity/Q21655001,Third Veyent War
http://www.wikidata.org/entity/Q21658439,Byzantine–Hungarian Wars (1151–1156)
http://www.wikidata.org/entity/Q21658514,Byzantine–Hungarian War (1163–1167)
http://www.wikidata.org/entity/Q21658608,Byzantine–Hungarian War (1180–1185)
http://www.wikidata.org/entity/Q21659236,French Expedition of Edward IV
http://www.wikidata.org/entity/Q21660664,Meliac War
http://www.wikidata.org/entity/Q21660882,Spartan-Tegean Wars
http://www.wikidata.org/entity/Q21660887,Olympic Conflict
http://www.wikidata.org/entity/Q21661042,Perinthian War
http://www.wikidata.org/entity/Q21661081,Athens Democratic Wars
http://www.wikidata.org/entity/Q21661228,Carthaginian War
http://www.wikidata.org/entity/Q22661138,Fifteen Years' War
http://www.wikidata.org/entity/Q22667717,Iquicha War
http://www.wikidata.org/entity/Q22667718,War for the Independence of Maynas
http://www.wikidata.org/entity/Q22668044,Civil war and military intervention in Belarus
http://www.wikidata.org/entity/Q22929334,Tunisian-Algerian War (1807)
http://www.wikidata.org/entity/Q22936451,Naning War
http://www.wikidata.org/entity/Q22948744,Rebellion of the Alpujarras
http://www.wikidata.org/entity/Q23039096,Russian conquest of the Caucasus
http://www.wikidata.org/entity/Q23039105,War of the Two Capitals
http://www.wikidata.org/entity/Q23403028,Hīt offensive
http://www.wikidata.org/entity/Q23499009,Kiriji War
http://www.wikidata.org/entity/Q23499012,Makun War
http://www.wikidata.org/entity/Q23542406,Gugler War
http://www.wikidata.org/entity/Q23542791,Müsch Wars
http://www.wikidata.org/entity/Q23788208,Falkenstein Feud
http://www.wikidata.org/entity/Q24067626,War in Yugoslavia during World War II
http://www.wikidata.org/entity/Q24206894,First Bavarian House War
http://www.wikidata.org/entity/Q24939945,War of the Reds
http://www.wikidata.org/entity/Q24944531,Polish-German War 1007-1013
http://www.wikidata.org/entity/Q24954567,Russian conquest of Tuva
http://www.wikidata.org/entity/Q24960897,Guatemalan-Salvadoran War of 1906
http://www.wikidata.org/entity/Q115942318,Miranzai Valley Expedition
http://www.wikidata.org/entity/Q116265775,Chechen-Kazikumukh war
http://www.wikidata.org/entity/Q116299351,Almoravid–Almohad wars
http://www.wikidata.org/entity/Q116658352,Marinid–Zayyanid wars
http://www.wikidata.org/entity/Q116659693,Hafsid–Zayyanid wars
http://www.wikidata.org/entity/Q116669932,Marinid–Hafsid wars
http://www.wikidata.org/entity/Q116679453,Palestinian operations against Israel in 2022
http://www.wikidata.org/entity/Q116686814,"Crusade of Thierry, Count of Flanders"
http://www.wikidata.org/entity/Q116692801,Mughal–Portuguese War of 1692–1693)
http://www.wikidata.org/entity/Q116938923,Franco-Algerian war
http://www.wikidata.org/entity/Q116960704,Battles of Sadarak
http://www.wikidata.org/entity/Q117230127,Persian Gulf Wars
http://www.wikidata.org/entity/Q117315925,Swedish War
http://www.wikidata.org/entity/Q117355480,Malespín's War
http://www.wikidata.org/entity/Q117468670,Lydian–Milesian War
http://www.wikidata.org/entity/Q118189627,Third Oirat–Manchu War
http://www.wikidata.org/entity/Q118247889,War of Laleia
http://www.wikidata.org/entity/Q118929717,Austro-Turkish War of 1552–1559
http://www.wikidata.org/entity/Q118929718,Spanish-Ottoman War of 1515–1577
http://www.wikidata.org/entity/Q119702612,Albanian-Epirote War
http://www.wikidata.org/entity/Q119717152,Ava–Hanthawaddy War
http://www.wikidata.org/entity/Q119726730,Seljuk–Ghaznavid Wars
http://www.wikidata.org/entity/Q119873109,Albanian-Epirote War
http://www.wikidata.org/entity/Q119873215,Albanian-Epirote War of 1359
http://www.wikidata.org/entity/Q119932053,Albanian-Epirote War of 1385
http://www.wikidata.org/entity/Q119932361,Albanian-Epirote War
http://www.wikidata.org/entity/Q120801227,Belgian-Dutch War
http://www.wikidata.org/entity/Q120906590,Diego Silanga's Revolt
http://www.wikidata.org/entity/Q121010008,Gothic War of 458
http://www.wikidata.org/entity/Q121027500,Maratha–Portuguese War
http://www.wikidata.org/entity/Q121133266,Mughal War of Succession
http://www.wikidata.org/entity/Q121335815,Dutch-Barbary war
http://www.wikidata.org/entity/Q121910275,Kandyan–Dutch war of 1670–1675
http://www.wikidata.org/entity/Q121991911,Kandyan–Dutch war of 1764–1766
http://www.wikidata.org/entity/Q122166552,Huéscar-Danish War
http://www.wikidata.org/entity/Q122421806,Gothic War (436-439)
http://www.wikidata.org/entity/Q122612769,Dutch–Moroccan War
http://www.wikidata.org/entity/Q122639374,American-Algerian War
http://www.wikidata.org/entity/Q122641793,Twenty-Five Years' War
http://www.wikidata.org/entity/Q122678244,Almohad–Ayyubid war of 1187–1188
http://www.wikidata.org/entity/Q122850409,Parthian–Kushan War
