event,eventLabel,date,start_date,end_date,countryLabel,locationLabel,participantLabel,biggerWarInstanceLabel,smallerWarInstanceLabel,casualties,isReligious,isCivil
http://www.wikidata.org/entity/Q477973,Gothic War of 535–554,,0535-01-01T00:00:00Z,0554-01-01T00:00:00Z,,Sicily,,"Justinian I, Gothic Wars","Siege of Verona, Battle of Treviso, Siege of Urviventus, Siege of Auximus, Battle of Mucellium, Siege of Rome (537-538), Battle of Sena Gallica, Battle of the Volturnus, Battle of Faventia, Battle of Mons Lactarius, Battaglia di Pavia (538), Fall of Palermo in 535, Sack of Rome, Siege of Naples, Battle of Taginae",,no,no
http://www.wikidata.org/entity/Q486831,Roman–Seleucid War,,-0191-01-01T00:00:00Z,-0187-01-01T00:00:00Z,,"Aegean Sea, Asia Minor, Greece","Rhodes, Aetolian League, Cappadocia, Ancient Rome, Pergamon, Achaean League, Athamanians, Macedonia, Seleucid Empire",Macedonian Wars,"Capture of Arwad, battle of the Eurymedon, Battle of Corycus, Capture of Pherae, Capture of Phocaea, Battle of Panhormus, Battle of Myonessus, Battle of Pergamon, Battle of Magnesia, Siege of Heraclea in Trachis, Battle of Thermopylae, Capture of Lamia",,no,no
http://www.wikidata.org/entity/Q495202,Guerra de la Union y la Fuerza,,1841-10-01T00:00:00Z,1842-06-07T00:00:00Z,"Peru, Bolivia",,,,"Battle of Ingavi, Battle of Tarapacá",,no,no
http://www.wikidata.org/entity/Q2487,Thirty Years' War,1618-05-23T00:00:00Z,1618-01-01T00:00:00Z,1648-01-01T00:00:00Z,Holy Roman Empire,Central Europe,"Electorate of Saxony, Duchy of Brunswick-Lüneburg, Sweden, Principality of Transylvania, Kingdom of Hungary, Spanish Empire, Dutch Republic, Electoral Palatinate, Brandenburg-Prussia, Holy Roman Empire, Kingdom of Scotland, Kingdom of France, Lands of the Bohemian Crown, Kingdom of England, Denmark–Norway",European wars of religion,"Siege of Salses, Battle of Werben, Battle of Tornavento, battle at Liegnitz, Battle of Wiesloch, Battle of Lerida, Siege of Gerona (1653), Siege of Brno (1645), siege of Malchin, Battle of Getaria, Siege of Dunkirk, Siege of Brno (1643), Siege of Stralsund, Action of 18 February 1639, Battle of Frankfurt an der Oder, Battle of Oldendorf, Palatinate campaign, Czecho-Palatinate period of the Thirty Years' War, Battle of Leucate, Bohemian Revolt, Battle of Trnava, battle of Preßnitz, Sack of Magdeburg, Danish period of the Thirty Years' War, relief of Thionville, Siege of Saint-Martin-de-Ré, Battle of Lutter, battle of Herbsthausen, Battle of Humenné, battle of Dömitz, Battle of Sablat, Battle of Kallo, Swedish intervention in the Thirty Years' War, Battle of Les Avins, Battle of Gibraltar (1621), Battle of Riebelsdorf Hill, Siege of Dorsten, Siege of Jülich (1621–22), Siege of Leuven, Ten Years’ War, Siege of Rheinfelden, Edict of Restitution, Battle of Rheinfelden, Battle of Wolfenbüttel, Battle of Jüterbog, battle of Neu Titschein, battle of Wevelinghoven, Setge de Puigcerdà, 1635 Capture of Tortuga, battle of Kempen, Battle of Prague, Battle of Trzciana, Battle of Cape St. Vincent, Siege of Breisach, battles of Regensburg, Siege of Arras (1640), Battle of Puerto de Cavite, Action of 16 May 1644, Siege of Corbie, Battle of Wittstock, siege of Saint-Omer, battle of Honnecourt, Siege of Bergen-op-Zoom, Battle of the Downs, Battle of Vlotho, Battle of Tarragona, Battle of Freiburg, Battle of Zusmarshausen, Battle of Wolgast, Capitulation of Franzburg, Siege of Nördlingen, Battle of Abrolhos, Battle of Villabuona, Battle of the Alte Veste, battle of Triebl, Corpus de Sang, Bündner Wirren, Battle of Rocroi, Siege of Korneuburg, battle of Nördlingen, Battle of La Marfée, Siege of Pilsen, Order of battle during the Siege of Arras, Smolensk War, Battle of Strasbourg Bridge, Battle of Lomnice, Franco-Swedish period of the Thirty Years' War, Battle of Breitenfeld (1642), Relief of Genoa, Battle of Ścinawą, Battle of Dessau Bridge, Battle of Colberger Heide, Hessian War, Battle of Orbetello, Naval Battle of Tarragona, Siege of 's-Hertogenbosch, Battle of Rain, battle of Wittenweiher, Battle of Lützen, Battle of Tuttlingen, Battle of St. Kitts, Siege of Nuremberg, Valtellina War, Anglo-French War of 1627–29, Battle of Breitenfeld, Battle of Fürth, battle of Dachau, Portuguese Restoration War, battle of Wisternitz, Siege of Turin, Battle of Rakovník, Siege of Casale (1630), Battle of Barcelona, Battle of Martorell (1641), battle of Chemnitz, battle of Lens, Siege of Fuenterrabía, Siege of Perpignan, Torstenson War, Battle of White Mountain, Battle of Bordeaux, War of the Mantuan Succession, Battle of Cabañas (1638), Battle of Nördlingen (1645), Peace of Prague, Crossing of the Somme, battle of Jankau",,"no, yes",no
http://www.wikidata.org/entity/Q6254,Kitos War,,0115-01-01T00:00:00Z,0117-01-01T00:00:00Z,,Eastern Mediterranean,"Jewish people, Roman Empire",Jewish–Roman wars,,,no,no
http://www.wikidata.org/entity/Q6271,Second Punic War,,-0217-01-01T00:00:00Z,-0200-01-01T00:00:00Z,,"Ancient Greece, Cisalpine Gaul, Roman Italy, Sicily, Hispania, Africa","Ancient Carthage, Aetolian League, Publius Cornelius Scipio, Ancient Rome, Pergamon, Iberians, Masaesyli, Hannibal, Numidia Kingdom, Gaius Terentius Varro, Syracuse, Lucius Aemilius Paullus, Maesulians, Quintus Fabius Maximus Verrucosus, Scipio Africanus, Macedonia",Punic Wars,"Battle of Nola (216 BC), Battle of Iliturgi, Battle of Beneventum (212 BC), Battle of Victumulae, Battle of Beneventum (214 BC), Hannibal's raid to Rome, Battle of the Great Plains, Battle of Carteia, Battle of Lilybaeum, Battle of Cissa, Battle of Castulo, Battle of Dertosa, battle of Capua (211 BC), Battle of Carmona, Battle of Cornus, Battle of the Upper Baetis, Battle of Ebro River, Siege of Saguntum, Battle of Petelia, Battle of Canusium, Siege of Baria, Battle of Herdonia (212 BC), Battle of New Carthage, Battle of Tarentum (209 BC), Battle of Numistro, Battle of Grumentum, Battle of Ager Falernus, Battle of Baecula, Battle of Geronium, Battle of Herdonia (210 BC), Battle of Cirta, Battle of the Silarus, Battle of Cannae, Battle of Zama, Battle of Capua, Battle of Rhone Crossing, Battle of Nola (215 BC), Battle of Tarentum (212 BC), Po Valley raid, Battle of Utica (203 BC), Battle of Ilipa, Battle of the Metaurus, Battle of Lake Trasimene, Siege of Syracuse (214–212 BC), Battle of Cartagena (206 BC), Battle of Crotona, Battle of the Trebia, Battle of Utica, Battle of Nola (214 BC), Hannibal's Crossing of the Alps, Battle of Ticinus, Battle of Silva Litana",,no,no
http://www.wikidata.org/entity/Q6286,First Punic War,,-0263-01-01T00:00:00Z,-0240-01-01T00:00:00Z,,Mediterranean Sea,"Ancient Carthage, list of tyrants of Syracuse, Ancient Rome",Punic Wars,"Siege of Lilybaeum, Battle of Tyndaris, Battle of Thermae, Battle of Drepana, Siege of Aspis, Battle of Panormus, Siege of Drepana, Battle of Cape Bon, Battle of Bagradas, Battle of Sulci, Battle of Mount Erice, Battle of the Lipari Islands, Second Battle of Drepana, Battle of Adys, Battle of Mylae, Battle of the Aegates Islands, Battle of Messana, Battle of Agrigentum, Battle of Cape Ecnomus",,no,no
http://www.wikidata.org/entity/Q6334,Third Punic War,,-0148-01-01T00:00:00Z,-0145-01-01T00:00:00Z,,Tunisia,"Ancient Carthage, Ancient Rome",Punic Wars,"Battle of Lake Tunis, Battle of the Port of Carthage, Second Battle of Nepheris, Siege of Carthage, First Battle of Nepheris",,no,no
http://www.wikidata.org/entity/Q6683,Mexican-American War,1840-01-01T00:00:00Z,1846-04-24T00:00:00Z,1848-02-02T00:00:00Z,United States of America,Mexico,"Second Federal Republic of Mexico, California Republic, United States of America",Mexico–United States relations,"Battle of Santa Cruz de Rosales, Battle of Buena Vista, Siege of Veracruz, Battle of San Pasqual, Battle of Yerba Buena, First Battle of Tuxpan, Action of Atlixco, Capture of Tucson, Siege of Los Angeles, Battle of Chapultepec, Battle of Palo Alto, Second Battle of Tabasco, Siege of Puebla, Siege of La Paz, Battle of La Paz, Battle of Mulege, Battle of Molino del Rey, Battle of Monterrey, Battle of Churubusco, Siege of Fort Texas, Capture of Santa Fe, Second Battle of Tuxpan, First Battle of Tabasco, Battle of Monterey, Taos Revolt, Texas Campaign, Battle of Natividad, Pacific Coast Campaign, Blockade of Veracruz, Battle of Huamantla, Battle of San José del Cabo, Battle of El Brazito, Battle of Mexico-city, Battle of Cerro Gordo, Action of Sequalteplan, Siege of San José del Cabo, Bombardment of Guaymas, Skirmish at Matamoros, Battle of La Mesa, Battle of Resaca de la Palma, Bombardment of Punta Sombrero, Battle of Rio San Gabriel, Battle of Contreras, Winfield Scott’s Mexico City Campaign, Revolt of the Polkos, Third Battle of Tuxpan, Second Battle of Mora, Battle of Dominguez Rancho, Affair at Galaxara Pass, Battle of the Sacramento River, Thornton Affair",11733,no,no
http://www.wikidata.org/entity/Q8628,War in the Vendée,1793-12-01T00:00:00Z,1793-03-01T00:00:00Z,1793-12-01T00:00:00Z,France,Vendée,"Legitimism, French First Republic",War of the First Coalition,"Battle of Pont-Barré, Battle of Dol, Battle of Coron (1793), Battle of Tiffauges, Battle of Savenay, Battle of Chantonnay, Battle of Cholet, First Battle of Cholet, Bataille de La Guyonnière, Battle of Fougères, Battle of Montaigu, Battle of Nantes, Battle of Thouars, Battle of Noirmoutier (1794), Battle of Saumur, Second Battle of Noirmoutier, Battle of Fontenay-le-Comte, Battle of Rocheserviere, Battle of Granville, Battle of Saint-Fulgent, Battle of Luçon, Second Battle of Châtillon, Battle of Essarts, Battle of Le Mans, Virée de Galerne, Battle of La Tremblaye, Battle of Entrames, Battle of Legé (1794), Battle of Laval, First Battle of Coron",,no,no
http://www.wikidata.org/entity/Q8663,Korean War,,1950-06-25T00:00:00Z,1953-07-27T00:00:00Z,,"Korea Strait, Korean Peninsula, Sea of Japan","South Korea, Luxembourg, Australia, Soviet Union, Turkey, Canada, United Kingdom, Thailand, South Africa, Colombia, New Zealand, North Korea, People's Republic of China, France, Ethiopia, Netherlands, Greece, Belgium, Philippines, United States of America",Cold War,"Battle of White Horse, Battle of Pusan Perimeter, Battle of Kaesong–Munsan, Battle of Chochiwon, Battle of Yongsan, Battle of Tabu-dong, Battle of Wawon, Operation Killer, Battle of Taegu, Battle of Osan, Battle of the Ch'ongch'on River, Battle of Hoengsong, Operation Thunderbolt, Battle of Chuncheon, Battle of Kapyong, UN offensive into North Korea, Battle of Changjin Reservoir, Battle of Ongjin, Battle of Hill 282, Battle of Onjong, UN Offensive Campaign, Battle of the Imjin River, Naval Battle of the Han River, Battle of Sariwon, Operation Minden, Battle of Chonan, Battle of Maehwa-san, Third Battle of Seoul, First Battle of Maryang-san, Battle of Pusan Perimeter logistics, First Battle of Seoul, Battle of Sangju, Battle of Hill Eerie, Battle of the Samichon River, Battle of Haman, Operation Rugged, Battle of Yongmunsan, Battle of the Notch, Hadong Ambush, Battle of Old Baldy, Battle of Masan, Outpost Harry, Battle of Inchon, Battle of the Twin Tunnels, Battle of Pyongyang (1950), Operation Dauntless, Battle of Pork Chop Hill, Daejeon massacre, Battle of Hill 355, Battle of the Soyang River, Battle of Andong, UN May–June 1951 counteroffensive, Battle of Chongju, Third Phase Offensive, Operation Ripper, First and Second Battles of Wonju, Battle of Chatkol, Battle of Taejon, Battle of P'ohang-dong, Battle of Chuam-ni, Battle of Yongju, Resist America and Aid Korea, Battle of Hwanggan, Battle of Yultong, Battle of Gorangpo, Battle of Unsan, Operation Courageous, Battle of Chipyong-ni, Battle of the Punchbowl, Battle for Outpost Vegas, Fourth Phase Offensive, Battle of Yongdong, Battle of Chaegunghyon, Battle of Uijeongbu, Battle of Nam River, UN retreat from North Korea, Battle of Korea Strait, Battle of Heartbreak Ridge, Battle of Triangle Hill, Operation Commando, Operation Rat Killer, Battle of the Hook, Battle of Sunchon, Battle of Chumonchin Chan, Battle of Pyongtaek, Second Battle of Maryang-san, Operation Polecharge, Sinchon Massacre, Retreat from Pyongyang, Second Battle of the Hook, Battle of Pakchon, Air Battle of South Korea, Operation Pokpoong, Battle of Ka-san, Battle of Suwon Airfield, Battle of Kumsong, First Phase Offensive, Battle of Kyongju, Operation Strangle, Second Battle of Seoul, Battle of Haktang-ni, Action of 12 October 1950, Battle of Haeju, bombing of North Korea, Operation Tomahawk, Pohang Operation, Operation Roundup, Seoul National University Hospital Massacre, Chinese Spring Offensive, Battle of Kujin, Battle of Uijeongbu (1951), Blockade of Wonsan, Attack on the Sui-ho Dam, Second Phase Offensive, Battle of Bloody Ridge",,no,no
http://www.wikidata.org/entity/Q8676,American Civil War,,1861-04-12T00:00:00Z,1865-04-09T00:00:00Z,,"Northern United States, Southern United States","Confederate States, Union",,"Battle of High Bridge, Battle of Lake Providence, order of battle of the Battle of Stones River, Nashville Union order of battle, Battle of Saint Charles, Northern Virginia Campaign, Battle of Spring Hill, Harris Farm Engagement, Second Battle of Rappahannock Station, Skirmish at Adam's Bluff, Battle of Lexington, Tennessee, First Battle of Donaldsonville, Battle of Dandridge, Battle of Mile Hill, Battle of Boonville, Crook's 1862 Expedition, Second Battle of Dalton, Battle of Cedar Mountain, Conclusion of the American Civil War, Skirmish at Adamsville, Battle of Noonday Creek, Battle of Van Buren, Skirmish at Aberdeen, Mississippi, Battle of Bayou Bourbeux, Battle of White Sulphur Springs, Capture of Plymouth, Battle of Camp Allegheny, Skirmish at Paint Rock Bridge, Battle of Trevilian Station, Battle of Georgia Landing, state in American Civil War, La Paz Incident, Battle of Johnsonville, Battle of Salyersville, Battle of Sewell's Point, Siege of Tubac, First Battle of Murfreesboro, Battle of Guard Hill, Second Battle of Corinth, Battle of Booneville, Steele's Bayou Expedition, Battle of Tranter's Creek, Battle of Prairie Grove, Battle of Spanish Fort, Second Battle of Memphis, Battle of Dove Creek, Battle of Irish Bend, Battle of Hoover's Gap, Battle of Snyder's Bluff, Battle of Fort Pillow, Franklin–Nashville Campaign, Battle of Memphis, Battle of the Brick Church, Battle of Guyandotte, Skirmish at Alabama Bayou, Battle of Fort Stevens, Battle of Cedar Creek, Vicksburg Campaign, Battle of Old Church, Battle of Fair Garden, Battle of Forts Jackson and St. Philip, Battle of Spotsylvania Court House, Battle of the Head of Passes, Battle of Front Royal, First Battle of Auburn, Battle of Wilmington, Battle of Cloyd's Mountain, Battle of McDowell, Battle of Sutherland's Station, Battle of Fort Blair, Battle of Mount Zion Church, Battle of Sacramento, Battle of Monocacy, First Battle of Chattanooga, Battle of West Point, Battle of Aldie, Battle of Utoy Creek, Battle of the Florida Mountains, Battle of Hatchie's Bridge, Battle of Clark's Mill, Second Battle of Bull Run, Battle of Deserted House, Capture of Tucson, Battle of Kirksville, Battle of Goldsboro Bridge, Battle of Suffolk, Battle of Port Walthall Junction, Battle of Carnifex Ferry, Battle of Morrisville, Knoxville Campaign, Battle of Wassaw Sound, Skirmish at Threkeld's Ferry, Battle of Dover, Battle of Old River Lake, Battle of Fort Bisland, Battle of Washington, First Battle of Bull Run order of battle, Battle of New Market, Battle of Mount Sterling, Battle of Big Bethel, Battle of Lovejoy's Station, Palmyra massacre, Fight at Monterey Pass, Second Battle of Dragoon Springs, Battle of Munfordville, Sinking Creek Raid, Battle of Vermillion Bayou, Siege of Petersburg, Battle of Hatcher's Run, Battle of Island Number Ten, Battle of Mine Creek, Battle of Galveston, Battle of Fisher's Hill, Battle of Tebbs Bend, Skirmish at Abbeville, Battle of Anthony's Hill, Battle of Brown's Ferry, Battle of Pace's Ferry, Battle of Mount Elba, First Battle of Deep Bottom, Battle of Mobile Bay, Jenkins Raid, Battle of Marmiton River, Battle of Britton's Lane, Battle of Picacho Pass, Battle of Harpers Ferry, Second Battle of Fort Sumter, Sherman's March to the Sea, Second Battle of Independence, Battle of Yellow Creek (1862), Battle of Somerset, Heaton's Crossroads, Battle of Helena, Battle of North Anna, Battle of Champion Hill, Battle of Franklin's Crossing, Battle of Apache Pass, Battle of Ponchatoula, Battle of Wyse Fork, Battle of Bristoe Station, Yazoo Pass Expedition, Battle of Big Black River Bridge, Action off Galveston Light, Battle of Bulltown, Battle of Fort Myers, Battle of Albemarle Sound, Battle of Chustenahlah, Battle of Fairfield, Sinking of the Petrel, Battle of Antietam, Battle of Lookout Mountain, Siege of Corinth, Huntsville Massacre, Battle of Rivers' Bridge, Battle of Bean's Station, Battle of Ringgold Gap, Battle of James Island, Battle of Fort Blakely, Battle of Old Fort Wayne, Second Battle of Ream's Station, Baltimore riot of 1861, Expedition after Forrest, Valley Campaigns of 1864, Battle of Chaffin's Farm, Battle of Fair Oaks & Darbytown Road, Maryland Campaign, Gettysburg Address, Battle of Resaca, Battle of Garnett's & Golding's Farm, Siege of Port Hudson, Shenandoah Valley Campaign, First Battle of Dalton, Railroad Redoubt, Battle of the Wilderness, Battle of Middleburg, Battle of Roanoke Island, Battle of Stanwix Station, Battle of Columbus, Battle of Fort Davidson, Battle of Ball's Bluff, Battle of Mansura, Battle of Drewry's Bluff, Battle of LaFourche Crossing, Battle of Camden Point, Battle of Kelly's Ford, Battle of Boonsboro, John Brown's raid on Harpers Ferry, Battle of Fort Smith, Battle of Griswoldville, Battle of Perryville, Battle of Boydton Plank Road, Battle of Athens, Great Locomotive Chase, Battle of Coffeeville, Battle of Monett's Ferry, Surrender at Appomattox, Battle of Cookes Canyon, Battle of Gainesville, Battle of Laredo, Peninsula Campaign, Battle of Round Mountain, Battle of Lewisburg, Battle of Upperville, Battle of Augusta, Battle of Rocky Face Ridge, First Battle of Winchester, Battle of Moorefield, Expedition to Hernando, Battle of Lynchburg, Battle of Roan's Tan Yard, Battle of Fort Brooke, Battle of South Mountain, Battle of Beaver Dam Creek, Battle of Fort Anderson, Battle of Tom's Brook, Battle of Tulifinny, Battle of Dranesville, Fight at Aldie, Battle of Chantilly, Battle of Plymouth, First Battle of Kernstown, Second Battle of Deep Bottom, Skirmish at Adamstown, Battle of Droop Mountain, Battle of Munford, Little Rock Campaign, Battle of Plum Point Bend, Second Battle of Kernstown, Battle of Lucas Bend, Skirmish at Aenon Church, Gettysburg Campaign, Battle of Wauhatchie, Shelby's Raid, Battle of Rich Mountain, Anaconda Plan, Battle of Hoke's Run, Tullahoma Campaign, Battle of Dinwiddie Court House, Battle of Savage's Station, Battle of Ware Bottom Church, Battle of Saint Mary's Church, Battle of Placito, Second Battle of Fredericksburg, Battle of Jerusalem Plank Road, First Battle of Bull Run, Battle of Carlisle, Battle of Proctor's Creek, Battle of Little Blue River, Raid on Chambersburg, Battle of Albuquerque, Skirmish at Albany, Missouri, Battle of South Mills, Battle of Day's Gap, Battle of Marais des Cygnes, Western Virginia Campaign, Union blockade, Battle of Cockle Creek, Battle of Santa Rosa Island, Third Battle of Petersburg, Battle of Culpeper Court House, Battle of Vaught's Hill, Raid at Combahee Ferry, Battle of Folck's Mill, Battle of Fairfax Court House (June 1863), St. Albans Raid, Jackson Expedition, Gallinas Massacre, Siege of Bridgeport, Siege of Fort Macon, Second Battle of Auburn, Battle of Honey Hill, Battle of Yellow Tavern, Battle of Raymond, Battle of Opequon, Skirmish at Lamb's Plantation, Battle of Whitney's Lane, Battle of Kennesaw Mountain, Battle of Oak Grove, Atlanta Campaign, Battle of Buckland Mills, Battle of Chester Station, Bahia incident, Battle of Waynesboro, Georgia, Battle of White Hall, Battle of Hartsville, Western Theater of the American Civil War, Second Battle of Winchester, Battle of Cheat Mountain, Battle of Blackburn's Ford, Battle of Cole Camp, Battle of Summit Point, Battle of Anderson, Battle of New Hope Church, Battle of Fairfax Court House, Battle of Jonesborough, Manassas Station Operations, Battle of Young's Point, Battle of Cotton Plant, First Battle of Saltville, Battle of Sailor's Creek, Battle of Chancellorsville, Battle of Peachtree Creek, Battle of Blountville, Battle of Thoroughfare Gap, Battle of Nashville, trans-Mississippi theater of the American Civil War, Battle of Atlanta, Stoneman's 1864 Raid, First Battle of Rappahannock Station, Battle of Morton's Ford, Battle of Pogue's Run, Battle of Loudoun Heights, Battle of Fort Esperanza, Battle of Camp Wildcat, Battle of Salem Church, Battle of Suffolk (Hill's Point), Battle of Cynthiana, Skirmish near Fort Thorn, New Mexico Territory, Battle of White Oak Road, Battle of Five Forks, Yazoo City Expedition, Battle of Todd's Tavern, Bristoe Campaign, Battle of the Crater, Steele's Greenville expedition, Battle of Salineville, Battle of Elizabeth City, Battle of Blue Springs, Battle of Fort Henry, Battle of Kock's Plantation, Battle of Galveston Harbor, Battle of Jenkins' Ferry, Battle of Pigeon Roost, Battle of Cold Harbor, Skirmish at Ashley's Mills, Battle of Williamsport, eastern theater of the American Civil War, Morgan's Raid, Battle of Buck Head Creek, Battle of Fort Gibson, Battle of Cockpit Point, Battle of Strasburg, Battle of Chickasaw Bayou, George's Schoolhouse Raid, Mississippi in the American Civil War, Chattanooga Campaign, First Battle of Ream's Station, Battle of Hampton Roads, Battle of Sappony Church, Battle of Fort De Russy, Battle of Monroe's Crossroads, capture of New Orleans, Attack on USS New Ironsides, Delaware in the American Civil War, Battle of Iuka, Battle of Wilson's Wharf, Battle of Massard Prairie, Battle of Valverde, Second Battle of Springfield, Battle of Davis's Cross Roads, Capture of Columbia, Battle of New Bern, Battle of Cherbourg, Battle of Bull's Gap, Battle of Compton's Ferry, Battle of Malvern Hill, Battle of Cabin Creek, Battle of Lewinsville, Second Battle of Charleston Harbor, Second Battle of Mesilla, First Battle of Fort Fisher, Grierson's Raid, Battle of Mossy Creek, Battle of Globe Tavern, Battle of Chickamauga, First Battle of Charleston Harbor, Battle of Selma, Battle of Rice's Station, Second Battle of Petersburg, Second Battle of Fort Fisher, Battle of Plains Store, Battle of Kolb's Farm, Battle of Canada Alamosa, Battle of Stirling's Plantation, Battle of Brown's Mill, Action at Abraham's Creek, Battle of Buffington Island, Battle of Milliken's Bend, Battle of Rowlett's Station, Battle of Ezra Church, Battle of Natural Bridge, Battle of Hancock, Battle of Namozine Church, Battle of Hanover Court House, Battle of Averasborough, Battle of Blair's Landing, Skirmish at Aberdeen, Wytheville Raid, Battle of Corydon, Battle of Liberty Gap, Battle of Chalk Bluff, Battle of Aiken, Battle of Brownsville, Arkansas, Battle of Aquia Creek, Battle of Fayetteville, Skirmish at Ackworth, Battle of Barbourville, Skirmish at Hickory Station, Battle of Brandy Station, New Mexico Campaign, Battle of Palmito Ranch, Battle of Haw's Shop, Ambush of the steamboat J. R. Williams, Battle of Stones River, Battle of Lebanon, Battle of Meadow Bridge, battle of Brentwood, Battle of Eltham's Landing, Siege of Fort Gaines, Battle of Philippi, Texas in the American Civil War, Battle of Lone Jack, Siege of Vicksburg, Third Battle of Murfreesboro, Battle of Fort Stedman, Battle of Paducah, Battle of Okolona, Battle of Hanover, Battle of Cross Keys, Nashville Confederate order of battle, Joint Expedition Against Franklin, Battle of Fort Fizzle, Newburgh Raid, Battle of Darbytown Road, Battle of Franklin, Battle of Mustang Island, Bog Wallow Ambush, Battle of Cove Mountain, Pacific coast theater of the American Civil War, Battle of Appomattox Court House, Battle of Marianna, Battle of Hartville, Dakota War of 1862, Battle of Marietta, Battle of Pinos Altos, Battle of Kabletown, Siege of Fort Morgan, Battle of Arlington Mills, Defense of Cincinnati, The Burning Raid, Battle of Manassas Gap, Battle of Unison, Battle of Calcasieu Pass, Siege of Suffolk, First Battle of Mesilla, Battle of Totopotomoy Creek, Battle of Campbell's Station, Centralia Massacre, Battle of Smithfield Crossing, Battle of Pickett's Mill, Minnesota in the American Civil War, Battle of Simmon's Bluff, Skirmish at Blackwater Creek, Battle of Cumberland Church, Battle of Gloucester Point, Battle of Amelia Springs, Battle of Lewis's Farm, Nueces massacre, Immortal Six Hundred, Jones-Imboden Raid, Battle of Pensacola, Battle of Corpus Christi, Battle of Chusto-Talasah, Battle of Greenbrier River, Stoneman's 1863 Raid, Second Battle of Saltville, Battle of Saint John's Bluff, Battle of Rio Hill, Battle of Glorieta Pass, Battle of Legareville, Battle of Swift Creek, Battle of Fort Donelson, Second Battle of Sabine Pass, Chesapeake Affair, Battle of Fort Sumter, Battle of Corrick's Ford, Battle of Cherokee Station, Battle of Princeton Court House, Battle of Glendale, Sinking of USS Housatonic, First Battle of Pocotaligo, Battle of Dry Wood Creek, First Battle of Petersburg, Battle of Olustee, Battle of Shepherdstown, Battle of Peebles's Farm, Smith's Expedition to Tupelo, Battle of Berryville, Battle of Walkerton, Battle of Congaree Creek, Battle of Portland Harbor, Battle of Darbytown and New Market Roads, Battle of Rutherford's Farm, Battle of Jackson, Mississippi, New Mexico Territory in the American Civil War, Battle of Gaines's Mill, Lawrence Massacre, Battle of Staunton River Bridge, Battle of Columbia, Battle of Dingle's Mill, Battle of Rogersville, Battle of Baton Rouge, Battle of Fort Sanders, First Battle of Fort Wagner, Battle of Yellow Bayou, Overland Campaign, Battle of Dallas, Battle of Funkstown, Battle of Walker's Ford, Battle of Jackson, Tennessee, Battle of Port Republic, Wilmington Campaign, Battle of Rome Cross Roads, Battle of Thompson's Station, Stoneman's 1865 Raid, Battle of Port Royal, Battle of Williamsburg, Battle of Honey Springs, Battle of Pocotaligo, Action at Ashley's Station, Action at Accotink, Second Battle of Donaldsonville, Battle of Richmond, Rainbow Bluff Expedition, Battle of Scary Creek, Battle of Marion, Skirmish near Brooklyn, Kansas, Battle of Fort McAllister, Battle of Port Gibson, First Battle of Independence, Battle of Waynesboro, Virginia, Battle of Westport, Battle of Parker's Cross Roads, Battle of Peralta, Battle of Piedmont, Battle of Franklin (1864) Union order of battle, Battle of Adairsville, Second Battle of Chattanooga, Capture of Sedalia, Wilson-Kautz Raid, Battle of Grand Gulf, Battle of Crampton's Gap, Battle of Bolivar Heights, Battle of Allatoona, Battle of Altamaha Bridge, Battle of Fredericksburg, Battle of Brownsville, Battle of Ebenezer Church, Battle of Fort Pulaski, Battle of Hatteras Inlet Batteries, Battle of Goodrich's Landing, Battle of the Cumberland Gap, Battle of Appomattox Station, Skirmish at Terre Noire Creek, Seven Days Battles, Battle of Vernon, Battle of Hunterstown, Battle of Mathias Point, Battle of Mill Springs, Battle of Mine Run, Skirmish of Sporting Hill, Battle of Seven Pines, Battle of Charleston, Battle of Trent's Reach, Battle of White Oak Swamp, Battle of Grimball's Landing, Battle of Missionary Ridge, Wheeler's October 1863 Raid, Battle of Tampa, Battle of Pig Point, First Battle of Sabine Pass, Battle of Middle Creek, New Hampshire in the American Civil War",,no,"no, yes"
