event,eventLabel,date,start_date,end_date,countryLabel,locationLabel,participantLabel,biggerWarInstanceLabel,smallerWarInstanceLabel,casualties,isReligious,isCivil
http://www.wikidata.org/entity/Q196409,Livonian Crusade,,,,,"Latvia, Estonia","Denmark, Latgalians, Livonian Brothers of the Sword, Livonians, Estonians, Curonians, Crusades, Sweden, Livonian Order, Selonians, Semigallians",Northern Crusades,"Battle of Viljandi, Battle of Riga, Battle of Ümera, Battle of Lehola, Siege of Tallinn, Battle of Embūte, Battle of Garoza, Battle of Otepää, Battle of Aizkraukle, Battle of Karuse, Battle of Saule, Battle of Cēsis, Battle of Memel (1257), Siege of Tartu, Battle of Turaida",,no,no
http://www.wikidata.org/entity/Q199955,Hundred Days,,1815-03-20T00:00:00Z,1815-07-08T00:00:00Z,France,,"Austrian Empire, Spain, Liechtenstein, Kingdom of Sicily, Russian Empire, Bourbon Restoration in France, United Kingdom of Great Britain and Ireland, Kingdom of Prussia, Province of Hanover, First French Empire, Grand Duchy of Tuscany, Duchy of Nassau, Switzerland, Portugal, United Kingdom of the Netherlands, Sweden, Duchy of Brunswick, Kingdom of Sardinia, Kingdom of Naples",Napoleonic Wars,"Battle of La Suffel, Minor campaigns of 1815, Battle of Wavre, Battle of Rocquencourt, Waterloo Campaign, Battle of Quatre Bras, Battle of Rocheserviere, Military mobilisation during the Hundred Days, War of the Seventh  Coalition, Battle of Ligny, Neapolitan War",,no,no
http://www.wikidata.org/entity/Q202161,Gallic War,,-0057-01-01T00:00:00Z,-0050-01-01T00:00:00Z,,Gaul,"Belgae, Ancient Rome, Germanic peoples, Gauls, Iberians, Celtic Britons, Aquitani",,"Battle of Vosges, Battle of Vesontio (58 BC), Caesar's invasions of Britain, Battle of Noviodunum (52 BC), Battle of Cavillonum, Battle of the Arar, Siege of the Atuatuci, Battle of the Semois River, Battle of Gergovia, Battle of Alesia, Avaricum, Battle of the Sambre (54 BC), Ambiorix's revolt, Siege of Namur, Battle of Morbihan, Battle of the Axona, Uxellodunum, Battle of Aduatuca (53 BC), Battle of Octodurus, Battle of the Sabis, Battle of Magetobria, Battle of Vernix, Siege of Avaricum, Battle of Lutetia, Siege of Uxellodunum, Battle of the Saône, Battle of Bibracte, Battle of Vingeanne",,no,no
http://www.wikidata.org/entity/Q202465,Uganda–Tanzania War,,1978-10-09T00:00:00Z,1979-06-03T00:00:00Z,,Uganda,"Uganda, People's Republic of Mozambique, Tanzania, Uganda National Liberation Front, Palestine Liberation Organization, history of Libya under Muammar Gaddafi",,"Battle of Mutukula, Battle of Lukaya, Operation Dada Idi, Fall of Kampala, Battle of Masaka",,no,no
http://www.wikidata.org/entity/Q202578,First Jewish-Roman War,,0066-01-01T00:00:00Z,0073-01-01T00:00:00Z,,Judaea,"Judean Free Government, Roman Empire",Jewish–Roman wars,"Battle of Bethennabris, Battle of Joppa, Battle of the Jordan River, Alexandria riot, Galilee campaign, Siege of Ascalon (67), Capture of Tarichaea, Battle of Mount Tabor (67), Siege of Jerusalem, Siege of Japha, Siege of Yodfat, Zealot Temple siege, Battle of Mount Gerizim, Siege of Masada, pillage of Ein Gedi, Siege of Gamala, Battle of Jerusalem (66), Jerusalem riots of 66, Battle of Gabaon, Battle of Beth Horon, Siege of Machaerus, Siege of Gush Halav, Siege of Gabara",,no,no
http://www.wikidata.org/entity/Q203824,Italo-Turkish War,1911-09-29T00:00:00Z,1911-09-29T00:00:00Z,1912-10-18T00:00:00Z,,Vilayet of Tripolitania,"Ottoman Empire, Idrisid Emirate of Asir, Senussi, Kingdom of Italy",Scramble for Africa,"Battle of Bir Tabraz, Battle of Sidi Bilal, Battle of Kuwayfia, Battle of Ain Zara, First Italo-Senussi War, Battle of Misrata, Battle of Tripoli, Battle of Beirut, Battle of Derna, Battle of Preveza, Battle of Tobruk, Battle of Rhodes, Battle of Kunfuda Bay, Battle of Zanzur",,no,no
http://www.wikidata.org/entity/Q207318,French Revolutionary Wars,,1792-04-20T00:00:00Z,1802-03-25T00:00:00Z,,Europe,"Denmark–Norway, Holy Roman Empire, Spanish Empire, Russian Empire, list of historic states of Italy, French First Republic, Kingdom of Great Britain, Helvetic Republic, Kingdom of Prussia, Catholic and Royal Army, Émigré armies of the French Revolutionary Wars, Order of Hospitallers, Malta, Kingdom of France, Dutch Republic, Ottoman Empire, Kingdom of Portugal, Kingdom of Sardinia, Saint-Domingue, United States of America, Kingdom of Thiruvithamkoor, Newfoundland Colony, Kingdom of Mysore, Kingdom of Naples","French Revolution, Coalition Wars","Action of 7 May 1794, Siege of Pondicherry, Action of 22 August 1795, Battle of Mandora, Action of 8 March 1795, Action of 23 April 1794, Battle of Port Louis, Action of 20 October 1793, Siege of Fort Julien, West Indies Campaign (1793–1798), Invasion of Trinidad, Action of 31 July 1793, Action of 26 April 1797, Sunda Strait campaign of January 1794, Siege of Alexandria, East Indies theatre of the French Revolutionary Wars, Action of 19 February 1801, Action of 22 October 1793, Action of 25 January 1797, Atlantic campaign of May 1794, Campaigns of 1794 in the French Revolutionary Wars, Battle of Quiévrain (1792), Action of 24 October 1798, Battle of Mykonos, Siege of Malta, Action of 9 February 1799, Battle of Truillas, Action of 24 June 1801, Order of battle at the Battle of Stockach, Battle of Mahé, Battle of Muizenberg, Action of 31 May 1796, Cornwallis's Retreat, Battle of Villers-en-Cauchies, Raids on Boulogne, Mediterranean campaign of 1798, Battle of Bergen, Battle of Île Ronde, Algeciras Campaign, Battle of Würzburg, Action of 4 August 1800, Battle of Tournay, capture of Alexandria, Siege of Thionville, Battle of Lonato, Battle of Groix, Peasants' War, Siege of Porto Ferrajo, Action of 6 May 1801, Battle of Voltri, Battle of Sprimont, Battle of Boxtel, Action of 14 December 1798, battle of Calliano, Cutting out of the Herminone, Siege of Cairo, Stecklikrieg, Battle of Hyères Islands, Battle of the Îles Saint-Marcouf, Battle of Beaumont, Raid on Genoa, Action of 6 February 1799, Action of 5 May 1794, Battle of Tory Island, Battle of the Raz de Sein, Action of 18 June 1799, Expédition d'Irlande, Assault on Cadiz, Battle of Genoa, Action of 13 October 1796, Martin's cruise of 1794, Battle of Vihiers, War of the First Coalition, Montenotte Campaign, Macau Incident, First Battle of Dego, First Battle of Algeciras, Battle of Verona, Siege of Dunkirk, Battle of Mondovì, Action of 13 January 1797, Action of 16 May 1797, Action of 27 June 1798, Campaigns of 1796 in the French Revolutionary Wars, Siege of Luxembourg, Action of 6–7 April 1800, Battle of Menin, Preveza, Battle of Perpignan, Battle of Rivoli, Atlantic raid of June 1796, Croisière du Grand Hiver, Action of 7 October 1795, Action of 30 May 1798, Battle of Rastatt, Siege of Roses, Capture of Trincomalee, Battle of Borghetto, Battle of Peyrestortes, Glorious First of June, Battle of Martinique, Raid on Dunkirk, French invasion of Switzerland, Action of 12 May 1796, Quasi-War, Battle of Epierre, Second Battle of Algeciras, Revolt of Lyon against the National Convention, Action of 8 September 1796, Action of 31 March 1800, Invasion of Curaçao, Siege of Calvi, Column of the Goddess, Action of 30 June 1798, Invasion of Corsica, Second Battle of Abukir, Action of 16 October 1799, Battle of the Malta Convoy, Battle of Verdun, Battle of Mas Deu, Battle of Valmy, Action of 24 October 1793, Battle of Castiglione, Battle of Ampfing, Siege of Namur (1792), Action of 10 April 1795, Action of 24 June 1795, Anglo-Spanish War, Battle of Brécourt, Bali Strait Incident, Battle of the Pyramids, Flanders Campaign, Battle of Wattignies, Battle of Neerwinden (1793), Action of 19 January 1799, English Wars, Battle of Caldiero (1796), Haitian Revolution, Action of 18 June 1793, Action of 6 November 1794, Action of 18 August 1798, Action of 19 December 1796, Battle of Ettlingen, Battle of San Juan, Second Battle of Bassano, Battle of Cembra, Battle of Friedberg, Second Battle of Kehl, Battle of Camperdown, Battle of Rovereto, Action of 28 February 1799, Action of 21 October 1794, Battle of Tarvis, Frigate action of 29 May 1794",,no,no
http://www.wikidata.org/entity/Q208261,Ionian Revolt,,-0498-01-01T00:00:00Z,-0492-01-01T00:00:00Z,,Anatolia,"Cyprus, Eretria, Caria, Aeolis, Doric hexapolis, Achaemenid Empire, Ionia, Athens",Greco-Persian Wars,"Battle of Lade, battle of Ephesus (498 BCE)",,no,no
http://www.wikidata.org/entity/Q214456,Philippine–American War,,1899-02-04T00:00:00Z,1902-07-02T00:00:00Z,,Philippines,"United States of America, First Philippine Republic",,"Battle of Santo Tomas, Siege of Catubig, Battle of Malinta, Battle of Calumpit, Battle of Dolores River, Battle of Mabitac, Battle of Olongapo, Battle of Marilao River, Battle of Zapote River, Battle of Quingua, Balangiga massacre, Battle of Taraca, Battle of Paete, Second Battle of Caloocan, Battle of the Visayas, Battle of Cagayan de Misamis, Battle of Agusan Hill, Battle of Lonoy, Battle of Pagsanjan, Battle of Legazpi, Battle of Caloocan, Battle of Santa Cruz, Battle of San Jacinto, Battle of Manila, Capture of Malolos, Battle of Pulang Lupa, Battle of Paye, Battle of Makahambus Hill, Battle of Tirad Pass, Moro Rebellion",,no,no
http://www.wikidata.org/entity/Q215112,Second Boer War,,1899-10-23T00:00:00Z,1902-05-31T00:00:00Z,,South Africa,"Canada, Joseph Chamberlain, Martinus Theunis Steyn, Redvers Buller, British Raj, Paul Kruger, Alfred Milner, 1st Viscount Milner, Koos de la Rey, Schalk Willem Burger, South African Republic, British Empire, Australia, British Ceylon, Christiaan de Wet, Piet Cronjé, Orange Free State, Robert Gascoyne-Cecil, 3rd Marquess of Salisbury, Colony of New Zealand, Piet Joubert, Louis Botha, Frederick Roberts, 1st Earl Roberts",military history of South Africa,"Battle of Witpoort, Battle of the Tugela Heights, Siege of Kimberley, Black Week, Battle of Magersfontein, Battle of Kraaipan, Siege of Mafeking, Relief of Ladysmith, Battle of Sanna's Post, Battle of Ladysmith, Battle of Stormberg, Battle of Tweebosch, Second Boer War concentration camps, Battle of Groenkloof, Battle of Graspan, Battle of Bergendal, Battle of Rooiwal, Battle of Modder River, Battle of Belmont, Battle of Bothaville, Battle of Driefontein, Battle of Vaal Krantz, Battle of Talana Hill, Battle of Paardeberg, Battle of Nooitgedacht, Battle of Leliefontein, Battle of Elandslaagte, Battle of Elands River, Battle of Spion Kop, Battle of Boshof, Derdepoort massacre, Battle of Bakenlaagte, Battle of Blood River Poort, Bloody Sunday, Battle of Diamond Hill, Battle of Groenkop, Siege of Ladysmith, Battle of Colenso, Leliefontein massacre, Battle of Poplar Grove",,no,no
http://www.wikidata.org/entity/Q220602,Soviet–Japanese War,,1945-08-09T00:00:00Z,1945-09-02T00:00:00Z,,Manchuria,"Soviet Union, Mongolian People's Republic, Empire of Japan",World War II,"Invasion of South Sakhalin, proposed Soviet invasion of Hokkaido, Invasion of the Kuril Islands, Soviet invasion of Manchuria",,no,no
http://www.wikidata.org/entity/Q223085,the hundred hour war,1969-07-18T00:00:00Z,1967-07-14T00:00:00Z,1969-07-18T00:00:00Z,,"El Salvador, Honduras","El Salvador, Honduras",,,,no,no
http://www.wikidata.org/entity/Q223126,Chaco War,1932-09-09T00:00:00Z,1932-09-09T00:00:00Z,1935-06-12T00:00:00Z,Bolivia,Gran Chaco,"Paraguay, Bolivia",interwar period,"First Battle of Nanawa, Battle of Campo Jordán, Battle of Toledo, Battle of Campo Grande, Battle of Gondra, First Battle of Alihuatá, Second Battle of Nanawa, Battle of Boquerón, Campo Vía pocket, Battle of Cañada Strongest",,no,no
http://www.wikidata.org/entity/Q223604,Greco-Italian War,1941-04-23T00:00:00Z,1940-10-28T00:00:00Z,1941-04-23T00:00:00Z,,"Albania, Greece, Kingdom of Yugoslavia","Ugo Cavallero, Wilhelm List",Balkans Campaign,"Battle of Himara, Battle of Korytsa, Battle of Pindus, Battle of Saranda, Italian Spring Offensive, Battle of Morava–Ivan, Battle of Elaia–Kalamas, Battle of Trebeshina, Capture of Klisura Pass",,no,no
http://www.wikidata.org/entity/Q228911,Anglo-Zulu War,1879-07-04T00:00:00Z,1879-01-11T00:00:00Z,1879-07-04T00:00:00Z,,South Africa,"Zulu Kingdom, British Empire",,"Battle of Hlobane, Battle of Kambula, Siege of Eshowe, Battle of Rorke's Drift, Battle of Gingindlovu, Battle of Ulundi, Battle of Isandlwana, Battle of Intombe",,no,no
http://www.wikidata.org/entity/Q233500,Second Anglo-Burmese War,1852-04-05T00:00:00Z,1852-04-05T00:00:00Z,1852-12-20T00:00:00Z,,Lower Burma,"British Empire, Konbaung dynasty",Anglo-Burmese wars,,,no,no
http://www.wikidata.org/entity/Q233507,Second Anglo-Afghan War,1878-01-01T00:00:00Z,1878-01-01T00:00:00Z,1880-01-01T00:00:00Z,,"Afghanistan, Emirate of Afghanistan","British Empire, Emirate of Afghanistan",Anglo-Afghan Wars,"Battle of Ali Masjid, Battle of Maiwand, Siege of the British Residency in Kabul, Siege of the Sherpur Cantonment, Battle of Charasiab, Second Battle of Charasiab, Battle of Kandahar, Battle of Ahmed Khel, Battle of Peiwar Kotal, Battle of Kam Dakka",,no,no
http://www.wikidata.org/entity/Q233509,Second Bremish-Swedish War,,1666-01-01T00:00:00Z,1666-01-01T00:00:00Z,,,,,,,no,no
http://www.wikidata.org/entity/Q233538,Second Danish-Hanseatic War,,1361-08-01T00:00:00Z,1370-05-01T00:00:00Z,,,"Hanseatic League, Denmark",,,,no,no
http://www.wikidata.org/entity/Q233553,Second Sacred War,,-0448-01-01T00:00:00Z,-0447-01-01T00:00:00Z,,Ancient Greece,"Classical Athens, Delphi, Sparta, Phocis",Sacred Wars,,,no,no
http://www.wikidata.org/entity/Q233559,Second Hundred Years' War,1689-01-01T00:00:00Z,2023-01-01T00:00:00Z,2025-01-01T00:00:00Z,,Europe,"British Empire, First French Empire, Kingdom of England, Kingdom of Great Britain, United Kingdom of Great Britain and Ireland, French First Republic, Kingdom of France, France",,,,no,no
http://www.wikidata.org/entity/Q233583,Indo-Pakistani War of 1965,1965-09-23T00:00:00Z,1965-08-01T00:00:00Z,1965-09-23T00:00:00Z,,Kashmir,"India, Pakistan",,"Operation Gibraltar, Lahore Front, Rajasthan Front, Operation Dwarka, Indo-Pakistani Air War of 1965, Battle of Phillora, Battle of Burki, Battle of Asal Uttar, Battle of Chawinda",,no,no
http://www.wikidata.org/entity/Q233594,Second War of Kappel,1531-10-11T00:00:00Z,,,,Switzerland,,Wars of Kappel,Battle of Kappel,,no,no
http://www.wikidata.org/entity/Q233601,Second Carnatic War,,1749-01-01T00:00:00Z,1754-01-01T00:00:00Z,,,Mughal Empire,Carnatic Wars,"Siege of Arcot, Battle of Seringham, Battle of Arnee, Battle of Ambur, Battle of Chingleput",,no,no
http://www.wikidata.org/entity/Q233642,Second Anglo-Maratha War,1803-01-01T00:00:00Z,1803-01-01T00:00:00Z,1805-01-01T00:00:00Z,,,"East India Company, Maratha Empire",Anglo-Maratha Wars,"Battle of Farrukhabad, Capture of Gawilghur, Battle of Assaye, Battle of Argaon, Siege of Delhi, Battle of Poona, Battle of Laswari, Battle of Delhi, Battle of Bharatpur, Battle of Mukandwara Pass, Battle of Deeg, Siege of Deeg Fort, Siege of Aligarh, Siege of Ahmednagar",,no,no
http://www.wikidata.org/entity/Q233649,Second Margrave War,1552-01-01T00:00:00Z,1552-01-01T00:00:00Z,1555-01-01T00:00:00Z,,Franconia,"Margraviate of Meissen, Prince-Bishopric of Bamberg, Kingdom of Bohemia, Free Imperial City of Nuremberg, Electorate of Mainz, Principality of Bayreuth, Schweinfurt, Prince-Bishopric of Würzburg, Electorate of Saxony, Roman Catholic Diocese of Trier, Prince-Bishopric of Speyer, Duchy of Brunswick-Lüneburg",,Battle of Sievershausen,,no,no
http://www.wikidata.org/entity/Q233657,Second Matabele War,1897-10-01T00:00:00Z,1896-03-01T00:00:00Z,1897-10-01T00:00:00Z,Zimbabwe,Matabeleland,"British South Africa Company, company rule in Rhodesia, Shona people",,First Matabele War,,no,no
http://www.wikidata.org/entity/Q233663,Second Anglo-Mysore War,1780-01-01T00:00:00Z,1780-01-01T00:00:00Z,1784-01-01T00:00:00Z,,South India,"East India Company, Electorate of Brunswick-Lüneburg, Kingdom of Great Britain, Kingdom of Mysore, Kingdom of France, Dutch Republic",Anglo-Mysore Wars,"Battle of Porto Novo, Battle of Sholinghur, Battle of Pollilur, Siege of Tellicherry, Siege of Cuddalore",,no,no
http://www.wikidata.org/entity/Q233667,Second Olynthian War,,-0348-01-01T00:00:00Z,-0347-01-01T00:00:00Z,,,"Macedonia, Chalkidian League",,,,no,no
http://www.wikidata.org/entity/Q233702,Second Silesian War,1745-12-25T00:00:00Z,1744-08-07T00:00:00Z,1745-12-25T00:00:00Z,,Silesia,"Electorate of Saxony, Habsburg monarchy, Kingdom of Prussia",War of the Austrian Succession,"Battle of Kesselsdorf, Battle of Hohenfriedberg",,no,no
http://www.wikidata.org/entity/Q240243,Wars of Kappel,,,,,,,,"First War of Kappel, Second War of Kappel",,no,no
http://www.wikidata.org/entity/Q246863,Livonian War,1558-02-01T00:00:00Z,1558-01-17T00:00:00Z,1583-05-26T00:00:00Z,,Northern Europe,"Polish–Lithuanian Commonwealth, Grand Duchy of Lithuania, Tsardom of Russia",Northern Wars,"Siege of Fellini, Krzysztof Radziwiłł's raid to Moscow, Siege of Weissenstein, Battle of Lode, Battle of Nevel, Russo-Lithuanian War (1561-1570), Battles of Wenden, Siege of Velikiye Luki, Battle of Toropets, Battle of Ergeme, Siege of Narva, Battle of Ula, siege of Wesenberg, Siege of Pskov, Livonian campaign of Stephen Báthory",,no,no
http://www.wikidata.org/entity/Q248984,Muslim conquest of Syria,,0633-01-01T00:00:00Z,0640-01-01T00:00:00Z,,Near East,"Byzantine Empire, Ghassanids, Rashidun Caliphate","Arab–Byzantine wars, Muslim conquests","Battle of Hazir, Siege of Aleppo, Battle of Ajnadayn, Battle of Maraj-al-Debaj, Siege of Jerusalem, Battle of Marj Rahit, Battle of Yaqusa, Battle of Fahl, Battle of the Iron Bridge, Battle of al-Qaryatayn, Siege of Emesa, Battle of Yarmouk, Siege of Damascus (634), Battle of Bosra",,no,no
http://www.wikidata.org/entity/Q249232,War of the Third Coalition,1804-12-01T00:00:00Z,1805-01-01T00:00:00Z,1806-01-01T00:00:00Z,,Central Europe,"Kingdom of Naples, First French Empire, Russian Empire, United Kingdom of Great Britain and Ireland, Sweden, Holy Roman Empire, Kingdom of Sicily","Napoleonic Wars, Coalition Wars","Battle of Amstetten, Battle of Mehrnbach, Battle of Verona, Battle of Maida, Battle of Caldiero (1805), Battle of Lambach, Napoleon's planned invasion of the United Kingdom, Battle of Campo Tenese, Battle of Elchingen, Battle of Wischau, Battle of Wertingen, Battle of Dürenstein order of battle, Capitulation of Dornbirn, Siege of Gaeta, Trafalgar Campaign, Battle of Haslach-Jungingen, Battle of Steyr, Battle of Castelfranco Veneto, Battle of Dürenstein, Ulm Campaign, Battle of Schöngrabern, Battle of Mileto, Invasion of Naples, Battle of Günzburg",,no,no
